BookID,Title,Author,Rating,Number of raters,5 stars,4 stars,3 stars,2 stars,1 star,Number of reviewers,Pages,PublishDate,Book format,Language,GenreLink,Series,Raters
1202710,The Secret History,Donna Tartt,4.1,346761,147310,118871,55634,17668,7278,26158,,September 1992,Audio Cassette,English,221359,,346761
1202709,The Lincoln Lawyer,Michael Connelly,4.17,200047,79892,82290,31884,4431,1550,5893,,October 3rd 2005,Paperback,English,1427801,Mickey Haller,200047
1202713,Utopia,Lincoln Child,3.9,11378,3429,4275,2912,614,148,458,514.0,December 24th 2002,Mass Market Paperback,English,19836,,11378
1202711,The Secret History,Donna Tartt,4.1,346761,147310,118871,55634,17668,7278,26158,0.0,September 1992,Audio Cassette,English,221359,,346761
1202715,Mrs. Pollifax Pursued,Dorothy Gilman,4.02,2973,946,1218,730,72,7,223,198.0,January 1st 1995,Hardcover,English,1190880,Mrs. Pollifax,2973
1202716,Mrs. Pollifax on the China Station,Dorothy Gilman,4.14,4562,1688,1908,904,59,3,293,224.0,1983,Mass Market Paperback,English,2877778,Mrs. Pollifax,4562
1202717,Danny the Champion of the World,"Roald Dahl, Timothy West",4.08,59573,24198,20141,11832,2567,835,2658,2.0,1975,Audio Cassette,English,824600,,59573
1202718,The River: A Journey Back to the Source of HIV and AIDS,Edward Hooper,4.07,219,96,73,31,8,11,31,1106.0,1999,Paperback,English,1146752,,219
1202719,Danny The Champion of the World,Roald Dahl,4.08,59573,24198,20141,11832,2567,835,2658,378.0,1975,Unknown Binding,English,824600,,59573
1202732,Tropic of Capricorn,Henry Miller,3.78,18309,5367,6549,4187,1470,736,698,318.0,February 1939,Paperback,English,1190908,Tropic,18309
250,Tropic of Capricorn,Henry Miller,3.78,18308,5367,6547,4188,1470,736,698,348.0,February 1939,Paperback,English,1190908,Tropic,18308
1202728,Les belles images,Simone de Beauvoir,3.79,1995,482,798,557,128,30,121,182.0,1966,Paperback,French,1251860,,1995
1202734,Tropic of Capricorn,Henry Miller,3.78,18309,5367,6549,4187,1470,736,698,348.0,February 1939,Paperback,English,1190908,Tropic,18309
327255,The Fourth Protocol,Frederick Forsyth,4.03,31721,10213,13664,6796,831,217,347,443.0,August 1984,Paperback,English,1493348,,31721
1202746,The Fourth Protocol,Frederick Forsyth,4.03,31723,10213,13666,6796,831,217,347,,August 1984,Audio Cassette,English,1493348,,31723
1202745,The Fourth Protocol,Frederick Forsyth,4.03,31723,10213,13666,6796,831,217,347,0.0,August 1984,Hardcover,English,1493348,,31723
1202744,The Fourth Protocol,Frederick Forsyth,4.03,31723,10213,13666,6796,831,217,347,448.0,August 1984,Mass Market Paperback,English,1493348,,31723
1202743,Tropic of Capricorn,Henry Miller,3.78,18309,5367,6549,4187,1470,736,698,,February 1939,Mass Market Paperback,English,1190908,Tropic,18309
51089,Black Spring,Henry Miller,3.83,4791,1401,1679,1303,334,74,220,243.0,1936,Paperback,English,1190917,,4791
1202747,El Cuarto Protocolo,Frederick Forsyth,4.03,31723,10213,13666,6796,831,217,347,,June 1st 1984,Paperback,,1493348,,31723
1202748,The Fourth Protocol,Frederick Forsyth,4.03,31723,10213,13666,6796,831,217,347,400.0,August 1st 1984,Hardcover,English,1493348,,31723
17582,The Norton Anthology of Short Fiction,Richard Bausch,4.18,1084,473,386,184,32,9,48,1776.0,1978,Paperback,English,19136,,1084
1202759,Mangrove Squeeze,Laurence Shames,4.01,856,273,358,189,33,3,51,309.0,1998,Hardcover,English,447111,Key West,856
1202758,A Dyeing Shame,Elizabeth Spann Craig,3.6,1608,352,499,560,156,41,186,216.0,2006,Paperback,English,1190923,Myrtle Clover Mysteries,1608
1202776,The Stories of Richard Bausch,Richard Bausch,4.2,500,226,174,77,19,4,35,672.0,2003,Hardcover,English,1190941,,500
1202777,Peter Rabbit: And Eleven Other Favorite Tales,Beatrix Potter,4.24,292,143,91,46,8,4,29,92.0,1982,Hardcover,English,817893,,292
1202780,The Smile At The Foot Of The Ladder,Henry Miller,3.59,1595,345,504,551,145,50,192,,1948,,,1546418,,1595
1202781,Le sourire au pied de l'échelle - The Smile At The Foot Of The Ladder,Henry Miller,3.59,1595,345,504,551,145,50,192,123.0,1948,Paperback,,1546418,,1595
1202778,The Complete Tales,Beatrix Potter,4.35,64972,36862,17091,8580,1666,773,520,400.0,1986,Hardcover,English,1139913,,64972
552142,In the Night Season,Richard Bausch,3.64,212,44,76,69,17,6,23,326.0,May 5th 1998,Paperback,English,1270340,,212
1202784,The Smile at the Foot of the Ladder,Henry Miller,3.59,1595,345,504,551,145,50,192,61.0,1948,Hardcover,English,1546418,,1595
1202795,Celine,Brock Cole,3.84,221,70,75,54,15,7,46,,1989,,,1190960,,221
1202798,Encyclopedia Brown Solves Them All,Donald J. Sobol,4.02,3091,1167,995,776,124,29,85,96.0,1968,Paperback,English,1965193,Encyclopedia Brown,3091
60110,Hermit in Paris: Autobiographical Writings,Italo Calvino,3.7,620,135,217,218,44,6,70,272.0,January 1st 1994,Paperback,English,515875,,620
1202801,Last Post: The Final Word from Our First World War Soldiers,Max Arthur,4.14,251,92,107,49,2,1,23,272.0,2006,Paperback,English,138884,,251
1202800,Palomar,Italo Calvino,3.9,6065,1881,2266,1452,381,85,442,130.0,November 1983,Paperback,Italian,2678548,,6065
1074218,Max's First Word,Rosemary Wells,3.99,168,57,60,44,6,1,38,12.0,1979,Board Book,English,1060920,Max and Ruby,168
103497,Stories of Hawaii,"Jack London, A. Grove Day",3.76,242,58,84,86,13,1,31,282.0,1965,Paperback,English,1190982,,242
1202810,Italienische Märchen.,Italo Calvino,4.2,3919,1723,1410,646,111,29,227,506.0,1956,Hardcover,,2011,,3919
1202807,Dubliners,James Joyce,3.85,127729,38228,46677,30931,8884,3009,6195,,June 1914,Paperback,English,260248,,127729
44783,Monkeewrench,P.J. Tracy,4.12,11442,4357,4747,1816,372,150,977,421.0,2003,Paperback,English,911663,Monkeewrench,11442
1202820,Dead Run,P.J. Tracy,4.01,5593,1804,2355,1169,206,59,392,480.0,April 21st 2005,Hardcover,English,1190985,Monkeewrench,5593
1202822,Dead Run,"P.J. Tracy, Burt Schirner",4.01,5593,1804,2355,1169,206,59,392,,April 21st 2005,Audio,English,1190985,Monkeewrench,5593
1202821,Dead Run,P.J. Tracy,4.01,5593,1804,2355,1169,206,59,392,5.0,April 21st 2005,Audio CD,English,1190985,Monkeewrench,5593
1202823,Dead Run,"P.J. Tracy, Buck Schirner",4.01,5593,1804,2355,1169,206,59,392,10.0,April 21st 2005,MP3 CD,English,1190985,Monkeewrench,5593
9814,Why Read the Classics?,"Italo Calvino, Martin L. McLaughlin",3.87,2166,599,861,561,124,21,186,288.0,1991,Paperback,English,1194952,,2166
1202825,Ramona Forever,Beverly Cleary,4.05,33116,13052,11152,7093,1207,612,506,192.0,April 28th 1984,Paperback,English,2494398,Ramona Quimby,33116
1202824,Dead Run,P.J. Tracy,4.01,5593,1804,2355,1169,206,59,392,,April 21st 2005,Audiobook,English,1190985,Monkeewrench,5593
1202829,Live Bait,"P.J. Tracy, Buck Schirner",4.04,6385,2004,2882,1301,158,40,422,0.0,January 1st 2004,Audio Cassette,English,1190995,Monkeewrench,6385
1202830,Live Bait,P.J. Tracy,4.04,6385,2004,2882,1301,158,40,422,,January 1st 2004,Audio,English,1190995,Monkeewrench,6385
1202827,Killing Floor,"Lee Child, Dick Hill",4.05,263234,97398,102084,48650,10543,4559,11065,15.0,March 17th 1997,Audio Cassette,English,4511038,Jack Reacher,263234
1202828,Live Bait,P.J. Tracy,4.04,6385,2004,2882,1301,158,40,422,0.0,January 1st 2004,Audio,English,1190995,Monkeewrench,6385
1202832,Live Bait,P.J. Tracy,4.04,6385,2004,2882,1301,158,40,422,551.0,January 1st 2004,Hardcover,English,1190995,Monkeewrench,6385
1202833,Live Bait,P.J. Tracy,4.04,6385,2004,2882,1301,158,40,422,0.0,January 1st 2004,Audio,English,1190995,Monkeewrench,6385
1202842,The Old Wife's Fairy Tale Book,Angela Carter,4.01,367,132,139,69,22,5,24,,January 1st 1990,Hardcover,English,1191047,Virago Fairy Tales,367
1202837,Monkeewrench,P.J. Tracy,4.12,11443,4357,4747,1817,372,150,977,519.0,2003,Hardcover,English,911663,Monkeewrench,11443
1202836,Monkeewrench,"P.J. Tracy, Buck Schirner",4.12,11443,4357,4747,1817,372,150,977,6.0,2003,Audio,English,911663,Monkeewrench,11443
1202839,Monkeewrench,"P.J. Tracy, Buck Schirner",4.12,11443,4357,4747,1817,372,150,977,10.0,2003,Audio,English,911663,Monkeewrench,11443
1202841,Snow Blind,"P.J. Tracy, Mel Foster",3.95,5454,1537,2389,1304,190,34,371,,2006,Audio CD,English,811279,Monkeewrench,5454
1202840,Snow Blind,P.J. Tracy,3.95,5454,1537,2389,1304,190,34,371,,2006,Audio,English,811279,Monkeewrench,5454
1202843,Snow Blind,P.J. Tracy,3.95,5454,1537,2389,1304,190,34,371,,2006,Audio CD,English,811279,Monkeewrench,5454
1202846,Snow Blind,P.J. Tracy,3.95,5454,1537,2389,1304,190,34,371,0.0,2006,Audio CD,English,811279,Monkeewrench,5454
1202845,Snow Blind,P.J. Tracy,3.95,5454,1537,2389,1304,190,34,371,,2006,Hardcover,English,811279,Monkeewrench,5454
1202852,Angela Carter's Book Of Fairy Tales,Angela Carter,4.15,3721,1554,1375,627,118,47,192,,1992,,,1191017,Virago Fairy Tales,3721
248714,The Tango Singer,"Tomás Eloy Martínez, Anne McLean",3.51,652,110,238,200,85,19,85,224.0,2004,Hardcover,English,240990,,652
1202860,Black Venus,Angela Carter,3.95,1741,529,713,400,82,17,171,128.0,October 1985,Hardcover,English,302795,,1741
1202863,The Bloody Chamber and Other Stories,Angela Carter,3.97,41162,14353,15238,8475,2369,727,3607,157.0,1979,Hardcover,English,47950,,41162
81035,Saints and Strangers,Angela Carter,3.95,1741,529,713,400,82,17,171,126.0,October 1985,Paperback,English,302795,,1741
1202862,The Bloody Chamber,Angela Carter,3.97,41164,14353,15239,8475,2370,727,3608,128.0,1979,Paperback,English,47950,,41164
1202872,Expletives Deleted: selected writings,Angela Carter,3.98,175,55,70,43,6,1,19,224.0,1992,Hardcover,English,1191037,,175
1202879,The Virago Book of Fairy Tales,"Angela Carter, Corinna Sargood",4.01,367,132,139,69,22,5,24,242.0,January 1st 1990,Paperback,English,1191047,Virago Fairy Tales,367
81021,Angela Carter's Book of Fairy Tales,"Angela Carter, Corinna Sargood",4.15,3721,1554,1375,627,118,47,192,486.0,1992,Hardcover,English,1191017,Virago Fairy Tales,3721
1202873,Fireworks,Angela Carter,3.78,980,242,396,242,84,16,111,,1974,,,1371661,,980
1202881,The Wonderful World Of Oz: Rediscover The Magic!,Jerry K. Robbins,4.24,8080,4029,2459,1211,277,104,330,,May 17th 1900,Audio,English,46171825,Oz,8080
1202890,"Eleventh Month, Eleventh Day, Eleventh Hour: Armistice Day, 1918",Joseph E. Persico,4.14,658,253,274,110,15,6,99,456.0,1999,Hardcover,English,338802,,658
1202891,Sweetness in the Belly,"Camilla Gibb, Kate Reading",3.91,8637,2339,3766,2020,404,108,702,10.0,March 29th 2005,Audio CD,English,1074076,,8637
1202888,"11th Month, 11th Day, 11th Hour: Armistice Day, 1918",Joseph E. Persico,4.14,658,253,274,110,15,6,99,,1999,Audio Cassette,English,338802,,658
1202889,"Eleventh Month, Eleventh Day, Eleventh Hour: Armistice Day, 1918","Joseph E. Persico, Harry Chase",4.14,658,253,274,110,15,6,99,0.0,1999,Audio CD,English,338802,,658
1202894,Guests of War Trilogy: The Sky is Falling / Looking at the Moon / The Lights Go On Again,Kit Pearson,4.43,454,257,141,53,1,2,20,576.0,March 1997,Paperback,English,1191059,Guests of War,454
1202899,Sharpe's Siege,Bernard Cornwell,4.21,6934,2739,2985,1123,76,11,139,,1987,Audio Cassette,,2907212,Sharpe,6934
1202923,The Naked Chef,Jamie Oliver,4.03,4855,1759,1805,1033,190,68,90,,April 14th 1999,Hardcover,English,199025,,4855
1202922,The Return Of The Naked Chef,Jamie Oliver,3.99,3982,1503,1344,843,188,104,49,387.0,January 1st 2000,Hardcover,English,150072,,3982
1202931,I Know This Much Is True,Wally Lamb,4.19,293739,135853,98474,43888,10768,4756,9261,902.0,June 14th 1998,,,1191096,,293739
1202933,"Erewhon; or, Over the Range",Samuel Butler,3.31,3366,492,910,1264,549,151,326,,1872,Library Binding,English,924128,Erewhon,3366
1202954,The Colony of Unrequited Dreams,Wayne Johnston,3.94,6889,2218,2719,1402,414,136,385,562.0,1998,Hardcover,English,235533,Newfoundland Trilogy,6889
1202955,The Colony Of Unrequited Dreams,Wayne Johnston,3.94,6889,2218,2719,1402,414,136,385,,1998,Paperback,English,235533,Newfoundland Trilogy,6889
1202956,colony of unrequited dreams,Wayne Johnston,3.94,6889,2218,2719,1402,414,136,385,562.0,1998,Paperback,,235533,Newfoundland Trilogy,6889
1202953,The Colony Of Unrequited Dreams,Wayne Johnston,3.94,6889,2218,2719,1402,414,136,385,,1998,Audiobook,English,235533,Newfoundland Trilogy,6889
1202961,Naming the World: And Other Exercises for the Creative Writer,Bret Anthony Johnston,4.16,436,190,145,81,20,0,50,400.0,January 1st 2008,Paperback,English,1191126,,436
1202957,El secreto de Selena: la reveladora historia detrás de su trágica muerte,María Celeste Arrarás,3.28,349,100,56,81,66,46,63,272.0,March 5th 1997,Paperback,,808801,,349
1202962,Bushido: The Soul Of Japan,Inazō Nitobe,3.92,5850,1849,2138,1465,321,77,355,,1899,Paperback,English,2279634,,5850
1202964,Bushido: The Classic Portrait of Samurai Martial Culture,Inazō Nitobe,3.92,5850,1849,2138,1465,321,77,355,160.0,1899,Paperback,English,2279634,,5850
1202965,Bushido: The Spirit of the Samurai,Inazō Nitobe,3.92,5850,1849,2138,1465,321,77,355,145.0,1899,Hardcover,English,2279634,,5850
1202963,Bushido: The Soul of Japan,Inazō Nitobe,3.92,5850,1849,2138,1465,321,77,355,232.0,1899,Paperback,English,2279634,,5850
1202966,The Lily Of The Valley,Lucienne Hill,3.7,4892,1294,1635,1347,438,178,270,,1835,Paperback,English,259705,La Comédie Humaine,4892
1202968,Bushido: The Soul Of Japan,Inazō Nitobe,3.92,5850,1849,2138,1465,321,77,355,,1899,Paperback,English,2279634,,5850
1202971,Bushido (Kodansha Bilingual Books),"Inazō Nitobe, T. Suchi",3.92,5850,1849,2138,1465,321,77,355,312.0,1899,Paperback,,2279634,,5850
8564041,Vadideki Zambak,"Honoré de Balzac, Volkan Yalçıntoklu",3.7,4892,1294,1635,1347,438,178,270,328.0,1835,Paperback,Turkish,259705,La Comédie Humaine,4892
1202988,Crooked River,Shelley Pearsall,3.69,407,94,156,110,30,17,61,256.0,2005,Hardcover,English,398493,,407
1202994,Crooked River,Shelley Pearsall,3.69,407,94,156,110,30,17,61,256.0,2005,Library Binding,English,398493,,407
1203000,Chronicles of the Witch World,Andre Norton,4.04,337,117,123,91,5,1,8,522.0,January 1st 1995,hardcover,English,1191165,Witch World Series 1: The Estcarp Cycle,337
1202995,Trouble Don't Last,Shelley Pearsall,3.97,994,365,326,227,59,17,137,,January 1st 2001,Library Binding,English,55834,,994
1923820,Holy Bible: King James Version,Anonymous,4.41,229391,170020,20117,16014,9380,13860,5765,1590.0,1611,Hardcover,English,6405906,,229391
1203008,Camel Rider,Prue Mason,3.39,430,82,128,125,67,28,86,208.0,January 1st 2004,Hardcover,English,1191173,,430
1203006,Holy Bible New International Version: Thinline Reference Black Bonded Leather,Anonymous,4.6,66101,53471,5299,3119,1740,2472,2337,,1973,,,19119100,,66101
1203007,Holy Bible: New International Version,Anonymous,4.6,66101,53471,5299,3119,1740,2472,2337,,1973,,,19119100,,66101
1203017,The War Against Boys: How Misguided Feminism is Harming Our Young Men,Christina Hoff Sommers,3.92,1231,420,451,241,74,45,188,251.0,2000,Hardcover,English,28592,,1231
368386,The Last Place God Made,Jack Higgins,3.84,541,164,179,157,29,12,34,256.0,1971,Paperback,English,1191215,,541
1203046,To Catch a King,"Harry Patterson, Jack Higgins, Christopher Lee",3.9,990,301,368,258,48,15,46,,1979,Audiobook,English,18011293,,990
1203052,The Sisters of APF: The Indoctrination of Soror Ride Dick,Zane,4.33,5451,3192,1245,706,226,82,167,304.0,2003,Hardcover,English,329787,,5451
1203054,Daughter,Asha Bandele,4.07,429,166,159,80,18,6,56,266.0,September 16th 2003,Hardcover,English,659950,,429
1203047,Bad Company,Jack Higgins,3.76,2189,591,766,604,175,53,105,,June 30th 2003,Hardcover,English,2878327,Sean Dillon,2189
1203055,On Dangerous Ground,"Jack Higgins, Patrick Macnee",3.94,3691,1070,1529,925,140,27,91,8.0,March 23rd 1994,Audio CD,English,1427590,Sean Dillon,3691
1203056,Drink with the Devil,Jack Higgins,3.88,2795,755,1130,760,129,21,95,7.0,May 21st 1996,Audio CD,English,593943,Sean Dillon,2795
1203069,Five Modern Nō Plays,Yukio Mishima,4.07,514,173,218,109,13,1,47,,1950,Unknown Binding,Japanese,1191238,,514
1203070,Holy Bible: Illustrated Especially For Children Of Color:  New International Version,Anonymous,4.6,66101,53471,5299,3119,1740,2472,2337,,1973,,,19119100,,66101
1203071,"Holy Bible: New International Version, Rich Red/camel Italian Duo-tone, Study Bible",Anonymous,4.6,66101,53471,5299,3119,1740,2472,2337,2198.0,1973,Leather Bound,,19119100,,66101
1203077,Mishima: A Biography,John Nathan,3.96,400,98,198,93,10,1,44,,1974,,English,69246,,400
1203082,La Perla y otros cuentos,Yukio Mishima,3.86,354,95,141,98,14,6,33,231.0,1953,Paperback,Spanish,21424346,,354
1203081,Le Marin Rejeté Par La Mer,Yukio Mishima,3.89,23122,6151,10130,5347,1206,288,1963,,1963,,,880874,,23122
1203093,The Man Behind the Microchip: Robert Noyce and the Invention of Silicon Valley,"Leslie Berlin, Robert Noyce",4.23,376,159,163,41,8,5,18,402.0,January 1st 2005,Hardcover,English,1191262,,376
1203090,Dojoji et autres nouvelles,"Yukio Mishima, Dominique Aury",3.72,244,37,120,70,15,2,20,127.0,January 2nd 2002,Mass Market Paperback,French,21959216,,244
62823,After the Banquet,Yukio Mishima,3.72,2181,459,842,718,142,20,161,288.0,1960,Paperback,English,1343497,,2181
1203103,Une soif d'amour,Yukio Mishima,3.68,3426,716,1307,1077,258,68,365,218.0,June 30th 1950,,French,1191272,,3426
1203102,El templo del alba,"Yukio Mishima, Guillermo Solana Alonso",3.85,3588,986,1369,996,195,42,264,440.0,July 10th 1970,Paperback,Spanish,1191271,The Sea of Fertility,3588
1203115,Trinität Und Reich Gottes: Zur Gotteslehre,Jürgen Moltmann,4.16,262,109,98,44,9,2,20,244.0,1980,Hardcover,German,190909,Systematic Contributions to Theology,262
1203121,Il Gatto Sul G 1,Tooko Miyagi,3.61,370,109,81,119,47,14,17,,May 27th 2002,Paperback,English,1191290,G線上の猫 / Il Gatto Sul G / G-Senjou no Neko,370
1203084,Le Japon moderne et l'éthique samouraï,Yukio Mishima,3.9,634,192,236,161,38,7,44,148.0,1967,Paperback,French,61000,,634
1203129,House Of The Sleeping Beauties And Other Stories,"Yasunari Kawabata, Yukio Mishima, Edward G. Seidensticker",3.65,6642,1539,2344,1907,616,236,791,,1960,Paperback,English,3076515,,6642
1203130,La Mer de la fertilité : Neige de printemps - Chevaux échappés - Le temple de l'aube - L'ange de la décomposition,"Yukio Mishima, Marguerite Yourcenar, Tanguy Kenec'hdu",4.43,462,273,137,36,11,5,30,1489.0,1970,Hardcover,,15067059,The Sea of Fertility,462
1203131,Le soleil et l'acier,Yukio Mishima,3.92,2384,759,876,569,150,30,219,121.0,1968,Paperback,French,60997,,2384
24289070,La scuola della carne,"Yukio Mishima, Carlotta Rapisarda",3.41,719,84,264,263,81,27,75,238.0,1963,Kindle Edition,Italian,1191304,,719
1203132,Chevaux échappés : La mer de la fertilité II,Yukio Mishima,4.2,5259,2177,2129,793,126,34,381,500.0,1969,Paperback,French,1642235,The Sea of Fertility,5259
1203144,Venus in Furs,Leopold von Sacher-Masoch,3.65,11058,2613,3700,3302,1094,349,868,,1870,Paperback,English,2469460,,11058
1203141,Venus in Furs,"Leopold von Sacher-Masoch, Joachim Neugroschel",3.65,11059,2614,3700,3302,1094,349,869,152.0,1870,Paperback,English,2469460,,11059
1203142,Venus in Furs,Leopold von Sacher-Masoch,3.65,11059,2614,3700,3302,1094,349,869,128.0,1870,Paperback,English,2469460,,11059
1203143,Venus In Furs,Leopold von Sacher-Masoch,3.65,11059,2614,3700,3302,1094,349,869,,1870,Paperback,English,2469460,,11059
1203149,Wheels on the Bus,Raffi Cavoukian,4.21,2443,1234,635,446,99,29,115,32.0,1988,Hardcover,English,845185,Raffi Songs to Read,2443
1203186,The Existential Pleasures of Engineering,Samuel C. Florman,3.56,350,79,104,116,36,15,39,224.0,1976,Paperback,English,1191354,,350
1203204,Praying the Psalms: Engaging Scripture and the Life of the Spirit,Walter Brueggemann,4.16,395,157,159,66,11,2,43,116.0,January 1st 1986,Paperback,English,1191374,,395
1203197,The Journeyman,"Elizabeth Yates, Stephanie True, Gloria Repp",4.07,973,390,328,199,41,15,60,161.0,1943,Paperback,English,1191367,Journeyman,973
1203217,Created in God's Image,Anthony A. Hoekema,4.16,679,272,270,119,11,7,50,275.0,March 1st 1986,Paperback,English,516052,,679
1203237,The Road Goes Ever On,"Donald Swann, J.R.R. Tolkien",4.13,318,152,85,57,17,7,12,84.0,1967,Hardcover,English,2963752,Middle-earth Universe,318
1203241,"Knots, Splices and Rope-Work: An Illustrated Handbook",A. Hyatt Verrill,3.62,375,101,107,109,38,20,8,112.0,1944,Paperback,English,13721933,,375
1203249,States of Grace,Chelsea Quinn Yarbro,3.75,267,75,91,73,15,13,15,332.0,2005,Hardcover,English,212302,Saint-Germain,267
825337,All Sail Set: A Romance of the Flying Cloud,"Armstrong Sperry, William McFee",3.74,431,145,119,104,37,26,28,175.0,1935,Paperback,English,1191442,,431
1203270,The Story and Its Writer: An Introduction to Short Fiction,"Ann Charters, Charters",4.11,903,342,364,160,25,12,68,1748.0,1983,Paperback,English,1086201,,903
1203294,The Last Innocent Hour,Margot Abbott,4.15,320,153,97,46,14,10,51,553.0,October 1st 1991,Mass Market Paperback,English,1191465,,320
1203295,The Last Innocent Hour,Barbara Taylor Sissel,3.57,339,84,98,102,36,19,25,186.0,November 13th 2000,Paperback,,24986937,,339
458538,The Tourists,Jeff Hobbs,3.01,240,28,49,81,62,20,44,323.0,January 1st 2007,Hardcover,English,447028,,240
1203296,Last Innocent Hour,Margot Abbott,4.15,320,153,97,46,14,10,51,512.0,October 1st 1991,Hardcover,,1191465,,320
1203312,Northanger Abbey,"Jane Austen, Jill Balcon",3.83,316741,89475,116103,85130,20275,5758,13816,,1818,Audio,English,4039699,,316741
1203311,Northanger Abbey,Jane Austen,3.83,316741,89475,116103,85130,20275,5758,13816,304.0,1818,Paperback,English,4039699,,316741
1203309,Northanger Abbey,Jane Austen,3.83,316741,89475,116103,85130,20275,5758,13816,,1818,,,4039699,,316741
1203310,Northanger Abbey,Jane Austen,3.83,316741,89475,116103,85130,20275,5758,13816,296.0,1818,Hardcover,English,4039699,,316741
1203324,Making A Killing: The Explosive Story of a Hired Gun in Iraq,James Ashcroft,3.9,246,77,89,61,17,2,17,368.0,April 1st 2007,Paperback,English,722997,,246
1203326,The Cottagers: A Novel,Marshall N. Klimasewiski,3.09,167,19,36,65,35,12,34,320.0,2006,Paperback,English,1191498,,167
1203332,"Feliz cumpleanos, Tomas!","Wilbert Awdry, Owain Bell",3.96,414,184,99,81,31,19,25,32.0,September 1st 1990,Paperback,Spanish,2312141,Thomas and Friends,414
1203351,The Eight Strokes of the Clock,Maurice Leblanc,3.94,608,183,246,147,24,8,37,172.0,1923,Hardcover,,136165,Arsène Lupin,608
1203360,Le Bal Des Voleurs /Thieves Carnival,Jean Anouilh,3.49,152,26,44,62,19,1,8,,August 17th 1938,,,1191533,,152
1203376,Foucault,Gilles Deleuze,4.11,1144,468,407,210,44,15,30,,1986,,French,137667,,1144
1203378,Rip It Up And Start Again: Postpunk 1978 1984,Simon Reynolds,4.07,7450,2956,2710,1274,336,174,349,,April 21st 2005,,,218313,,7450
1203387,Le Con d'Irène,Louis Aragon,3.6,324,74,99,110,30,11,39,92.0,1928,Paperback,French,51297,,324
1203396,Mary Ingalls on Her Own,"Elizabeth Cody Kimmel, Elizabeth Kimmel Willard",4.28,2114,1170,498,338,79,29,45,192.0,December 26th 2007,Hardcover,English,3634416,,2114
1203390,"City of Sorcery (Darkover, Book 7)",Marion Zimmer Bradley,3.77,1892,486,668,585,128,25,59,,1984,,English,1371881,Darkover - Chronological Order,1892
1203392,"City of Sorcery (Darkover, Book 7)",Marion Zimmer Bradley,3.77,1892,486,668,585,128,25,59,,1984,Audio Cassette,English,1371881,Darkover - Chronological Order,1892
1203391,"City of Sorcery (Darkover, Book 7)",Marion Zimmer Bradley,3.77,1892,486,668,585,128,25,59,0.0,1984,Paperback,English,1371881,Darkover - Chronological Order,1892
1203394,Arthur & George,"Julian Barnes, Jean-Pierre Aoustin",3.71,15439,2901,6761,4447,1087,243,1549,560.0,July 7th 2005,Paperback,French,2270654,,15439
1203406,Star in Danger,"Joanna   Campbell, Alice Leonhardt",3.98,261,97,73,81,8,2,0,,October 1st 1999,Paperback,English,1191580,Thoroughbred,261
85663,A Mother for Choco,Keiko Kasza,4.37,1780,1004,509,213,36,18,223,32.0,March 25th 1992,Paperback,English,1191587,,1780
1203408,Star Of Danger,Marion Zimmer Bradley,3.73,1819,416,637,644,104,18,67,213.0,1965,Paperback,English,1073275,Darkover - Publication Order,1819
1203410,Star of Danger,Marion Zimmer Bradley,3.73,1819,416,637,644,104,18,67,233.0,1965,Hardcover,English,1073275,Darkover - Publication Order,1819
1203413,Choco Encuentra Una Mama / A Mother for Choco,Keiko Kasza,4.37,1780,1004,509,213,36,18,223,,March 25th 1992,Hardcover,Spanish,1191587,,1780
1203418,The Winds of Darkover,Marion Zimmer Bradley,3.76,1922,451,713,629,108,21,40,0.0,1970,Paperback,English,1191591,Darkover - Publication Order,1922
1203420,The Winds of Darkover,Marion Zimmer Bradley,3.76,1922,451,713,629,108,21,40,0.0,1970,Paperback,English,1191591,Darkover - Publication Order,1922
1203417,Winds Of Darkover,Marion Zimmer Bradley,3.76,1922,451,713,629,108,21,40,192.0,1970,Paperback,English,1191591,Darkover - Publication Order,1922
1203419,The Winds of Darkover,Marion Zimmer Bradley,3.76,1922,451,713,629,108,21,40,185.0,1970,Paperback,English,1191591,Darkover - Publication Order,1922
1203421,The Winds Of Darkover,"Marion Zimmer Bradley, Melvyn Grant",3.76,1922,451,713,629,108,21,40,185.0,1970,Paperback,,1191591,Darkover - Publication Order,1922
1203422,The Winds Of Darkover,Marion Zimmer Bradley,3.76,1922,451,713,629,108,21,40,,1970,Hardcover,English,1191591,Darkover - Publication Order,1922
1203424,The Bloody Sun,Marion Zimmer Bradley,4.01,338,111,134,79,13,1,13,384.0,June 1st 1993,Hardcover,English,45745335,,338
1203423,The Winds of Darkover,Marion Zimmer Bradley,3.76,1922,451,713,629,108,21,40,192.0,1970,Hardcover,English,1191591,Darkover - Publication Order,1922
1203427,The Bloody Sun,Marion Zimmer Bradley,3.91,2584,739,1015,709,100,21,72,372.0,1964,Mass Market Paperback,English,1191601,Darkover - Publication Order,2584
301030,"Mates, Dates, and Sequin Smiles",Cathy Hopkins,3.73,1948,533,558,674,155,28,44,216.0,August 7th 2003,Paperback,English,292097,"Mates, Dates",1948
1203434,La Première Leçon du Sorcier,"Terry Goodkind, Jean-Claude Mallé",4.11,234819,111280,68781,33862,12222,8674,6707,1076.0,August 15th 1994,Mass Market Paperback,French,1323305,Sword of Truth,234819
