GenreLink,Genre,NumberOfPeople
/work/shelves/96433,very-short-shelf,1
/work/shelves/96433,zz-home-library,1
/work/shelves/96435,library,1
/work/shelves/96435,beginners-guides,1
/work/shelves/96435,across-the-universe,1
/work/shelves/96435,want-books,1
/work/shelves/96435,علم,1
/work/shelves/96439,currently-reading,51
/work/shelves/96439,physics,24
/work/shelves/96439,mathematics,17
/work/shelves/96439,math,14
/work/shelves/96439,science,12
/work/shelves/2679813,science,3
/work/shelves/2679813,owned,2
/work/shelves/2679813,basement,2
/work/shelves/2679813,nonfiction,2
/work/shelves/2679813,non-fiction,2
/work/shelves/2679813,textbooks,2
/work/shelves/2679813,rack_004,1
/work/shelves/2679813,poe-books,1
/work/shelves/96429,audiobooks,2
/work/shelves/96429,translated,2
/work/shelves/96429,oxford-very-short-introductions,2
/work/shelves/96429,digital,2
/work/shelves/96429,to-buy,2
/work/shelves/96429,default,2
/work/shelves/96429,2014,2
/work/shelves/96432,vsi,17
/work/shelves/96432,a-very-short-introduction,15
/work/shelves/96432,nonfiction,9
/work/shelves/96432,classics,8
/work/shelves/96432,short-introductions,6
/work/shelves/96432,books-i-own,6
/work/shelves/96432,very-short-intros,5
/work/shelves/96432,very-short-introduction,5
/work/shelves/425461,to-read,4539
/work/shelves/96431,3-2-1-ebook,1
/work/shelves/96431,1-owned,1
/work/shelves/96431,oxford-intro,1
/work/shelves/96431,چالش-1000-کتاب-3,1
/work/shelves/96431,knowledge,1
/work/shelves/96431,british-authors,1
/work/shelves/2676767,kindle,2
/work/shelves/2676767,african-american-fiction,2
/work/shelves/2676767,easy-rawlins-series,2
/work/shelves/2676767,series-books,2
/work/shelves/2676767,default,2
/work/shelves/2676767,religion,2
/work/shelves/2676767,atheism,2
/work/shelves/96433,full-view,1
/work/shelves/96433,read-next-philosophy,1
/work/shelves/96433,might-want-to-read,1
/work/shelves/96433,focus,1
/work/shelves/96433,to-read-low-priority,1
/work/shelves/96435,hoopla,1
/work/shelves/96435,try-again,1
/work/shelves/96435,library-uk,1
/work/shelves/96435,academic-to-do-list,1
/work/shelves/96435,stopped-reading,1
/work/shelves/96439,default,7
/work/shelves/96439,owned,5
/work/shelves/96439,reference,5
/work/shelves/96439,non-fiction,3
/work/shelves/96439,textbooks,3
/work/shelves/2679813,cyber,1
/work/shelves/2679813,nonf,1
/work/shelves/2679813,fizika,1
/work/shelves/2679813,popular-science,1
/work/shelves/2679813,computer-science,1
/work/shelves/2679813,quantum-physics,1
/work/shelves/2679813,science-math,1
/work/shelves/2679813,1990s-university,1
/work/shelves/96429,academic,2
/work/shelves/96429,avsi,2
/work/shelves/96429,metaphysics,2
/work/shelves/96429,a-very-short-intro,2
/work/shelves/96429,indic,2
/work/shelves/96429,philosophy-and-religion,2
/work/shelves/96432,religion,4
/work/shelves/96432,antiquity,4
/work/shelves/96432,theory,4
/work/shelves/96432,ancient,4
/work/shelves/96432,own,4
/work/shelves/96432,reference,4
/work/shelves/425461,philosophy,639
/work/shelves/425461,currently-reading,367
/work/shelves/425461,non-fiction,160
/work/shelves/425461,nonfiction,40
/work/shelves/425461,filosofia,20
/work/shelves/425461,own,18
/work/shelves/425461,2019,16
/work/shelves/96431,unread-bought-books,1
/work/shelves/96431,ebook-nonfiction,1
/work/shelves/96431,z-lib,1
/work/shelves/96431,paperbacks-owned,1
/work/shelves/96431,psychology-neuroscience,1
/work/shelves/96431,philosophy-ethics-sociology,1
/work/shelves/96431,interesting,1
/work/shelves/2676767,audible,2
/work/shelves/2676767,black-authors,2
/work/shelves/2676767,mystery-series,2
/work/shelves/2676767,black,2
/work/shelves/2676767,los-angeles,2
/work/shelves/2676767,race,2
/work/shelves/2676767,suspense,2
/work/shelves/2676767,crime-and-mystery,2
/work/shelves/96433,8-career,1
/work/shelves/96433,academic-literature,1
/work/shelves/96433,2020_aud_wl,1
/work/shelves/96433,calgary-shelf,1
/work/shelves/96433,philosophy-wtr,1
/work/shelves/96433,oxford-vsi,1
/work/shelves/96433,to-read-2024,1
/work/shelves/96433,law-fiction-and-non-fiction,1
/work/shelves/96435,bedroom-bookshelves,1
/work/shelves/96435,mel-books,1
/work/shelves/96435,audible-wishlist,1
/work/shelves/96435,non-fictions,1
/work/shelves/96435,ebook,1
/work/shelves/96439,física,2
/work/shelves/96439,library,2
/work/shelves/96439,own,2
/work/shelves/96439,science-and-math,2
/work/shelves/96439,wish-list,2
/work/shelves/96439,my-library,2
/work/shelves/96439,mathematical-physics,2
/work/shelves/2679813,0-read,1
/work/shelves/2679813,530-physics,1
/work/shelves/2679813,student-house-5,1
/work/shelves/2679813,9750-quantum-world,1
/work/shelves/2679813,box-1,1
/work/shelves/2679813,1998,1
/work/shelves/96429,3-2-1-ebook,1
/work/shelves/96429,1-owned,1
/work/shelves/96429,good-books,1
/work/shelves/96429,temp-medieval,1
/work/shelves/96429,temp-ancient,1
/work/shelves/96432,oxford-vsi,3
/work/shelves/96432,oxford-very-short-introductions,3
/work/shelves/96432,ancient-history,3
/work/shelves/96432,default,3
/work/shelves/96432,owned,3
/work/shelves/96432,a,3
/work/shelves/96432,religion-and-philosophy,3
/work/shelves/425461,owned,16
/work/shelves/425461,favorites,15
/work/shelves/425461,2020,10
/work/shelves/425461,philosophie,10
/work/shelves/425461,فلسفه,10
/work/shelves/425461,to-buy,10
/work/shelves/425461,2021,8
/work/shelves/96431,ab-series,1
/work/shelves/96431,distant-future-investments,1
/work/shelves/96431,ebooks-4,1
/work/shelves/96431,prio-current,1
/work/shelves/96431,petb,1
/work/shelves/96431,to-read-philosophy,1
/work/shelves/2676767,stories,2
/work/shelves/2676767,own-it,2
/work/shelves/2676767,short-story-collections,2
/work/shelves/2676767,novels,2
/work/shelves/2676767,lek,1
/work/shelves/96433,law-ir-il,1
/work/shelves/96433,to-read-in-2020,1
/work/shelves/96433,dropped,1
/work/shelves/96433,politics-and-philosophy,1
/work/shelves/96433,law-related,1
/work/shelves/96433,law-books,1
/work/shelves/96433,философия,1
/work/shelves/96433,право,1
/work/shelves/96435,to-read-science-and-philosophy,1
/work/shelves/96435,nik-s-bookshelves,1
/work/shelves/96435,in-home-library,1
/work/shelves/96435,shelfari-wishlist,1
/work/shelves/96435,sub,1
/work/shelves/96439,owned-books,2
/work/shelves/96439,maths,2
/work/shelves/96439,noel-kram-library,1
/work/shelves/96439,textbooks-to-read,1
/work/shelves/96439,science-and-mathematics,1
/work/shelves/2679813,1805,1
/work/shelves/2679813,favorites,1
/work/shelves/2679813,physics-and-ee,1
/work/shelves/2679813,get,1
/work/shelves/2679813,box02,1
/work/shelves/2679813,box-a04,1
/work/shelves/2679813,physics-mathematics-textbooks,1
/work/shelves/2679813,study,1
/work/shelves/96429,geo-asia-south,1
/work/shelves/96429,read-for-a-class,1
/work/shelves/96429,purva-paksha,1
/work/shelves/96429,favorites,1
/work/shelves/96429,civilizational-content,1
/work/shelves/96429,j-long,1
/work/shelves/96429,pyramid-shelf-international,1
/work/shelves/96429,ebooks-new,1
/work/shelves/96429,audio-none,1
/work/shelves/96429,2022,1
/work/shelves/96429,dharma,1
/work/shelves/96429,audio-wanted,1
/work/shelves/96429,oxford-vsi,1
/work/shelves/96432,a-very-short-intro,3
/work/shelves/96432,ebook,3
/work/shelves/96432,tbr-2022,2
/work/shelves/96432,2020,2
/work/shelves/96432,2019,2
/work/shelves/96432,philosophy-greek,2
/work/shelves/96432,wishlist,2
/work/shelves/96432,2018,2
/work/shelves/96432,western-philosophy,2
/work/shelves/96432,ancient-greece,2
/work/shelves/96432,2017,2
/work/shelves/425461,books-i-own,8
/work/shelves/425461,filosofie,8
/work/shelves/425461,ppe,8
/work/shelves/425461,default,8
/work/shelves/425461,فلسفة,7
/work/shelves/425461,2017,7
/work/shelves/425461,2018,6
/work/shelves/425461,2016,6
/work/shelves/425461,science,6
/work/shelves/425461,2015,6
/work/shelves/425461,school,6
/work/shelves/96431,leftie-lit,1
/work/shelves/96431,hmm,1
/work/shelves/96431,essays,1
/work/shelves/96431,books,1
/work/shelves/96431,21,1
/work/shelves/96431,added-in-2018,1
/work/shelves/96431,siyaset-politika-ekonomi,1
/work/shelves/96431,law-books,1
/work/shelves/96431,january-december-tbr,1
/work/shelves/2676767,fik,1
/work/shelves/2676767,wall-clock-1-12,1
/work/shelves/2676767,netgalley,1
/work/shelves/2676767,2021-listen,1
/work/shelves/2676767,other-recommendations,1
/work/shelves/2676767,black-mystery-writers,1
/work/shelves/2676767,apriority-c,1
/work/shelves/2676767,own-in-kindle,1
/work/shelves/2676767,african-african-american-fiction,1
/work/shelves/2676767,mystery-read,1
/work/shelves/2676767,auth-of-color,1
/work/shelves/2676767,omk,1
/work/shelves/96433,humanities-nibbling,1
/work/shelves/96433,unread-books,1
/work/shelves/96433,2020-reading,1
/work/shelves/96433,oxford-very-short-introduction,1
/work/shelves/96433,kiv,1
/work/shelves/96433,knowledge,1
/work/shelves/96433,politics-law-philosophy,1
/work/shelves/96433,logos,1
/work/shelves/96433,all-introductory-books,1
/work/shelves/96433,owned-ebook,1
/work/shelves/96433,legal-philosophy,1
/work/shelves/96433,pre-2018,1
/work/shelves/96437,to-read,342
/work/shelves/96437,physics,39
/work/shelves/96435,research,1
/work/shelves/96435,other-english,1
/work/shelves/96435,bucket-list-2,1
/work/shelves/96435,science-and-science-history,1
/work/shelves/96435,faogmr,1
/work/shelves/96435,to-read-nonfiction,1
/work/shelves/96435,soul-food,1
/work/shelves/96435,math-physics,1
/work/shelves/96435,quantum,1
/work/shelves/96435,owend-books,1
/work/shelves/96439,physics-mathematics,1
/work/shelves/96439,applied-mathematics,1
/work/shelves/96439,categorised-technical,1
/work/shelves/96439,categorised,1
/work/shelves/96439,math-physics,1
/work/shelves/96439,shelf,1
/work/shelves/96439,physics-other,1
/work/shelves/96439,nonfiction-to-read,1
/work/shelves/96439,p-unsorted,1
/work/shelves/2679813,tv-room,1
/work/shelves/2679813,rpg,1
/work/shelves/2679813,owned-real-book,1
/work/shelves/2679813,it-wikipedia,1
/work/shelves/2679813,my-library,1
/work/shelves/2679813,spirituality-science,1
/work/shelves/2679813,instruction,1
/work/shelves/2679813,0-library,1
/work/shelves/2679813,nerd,1
/work/shelves/2679813,physics-and-math--read-,1
/work/shelves/2679813,science-textbooks,1
/work/shelves/2679813,school---read,1
/work/shelves/2679813,engineering_elect<br/>rical,-1
/work/shelves/96429,philosopy-ethics,1
/work/shelves/96429,أديان,1
/work/shelves/96429,research-india,1
/work/shelves/96429,ventura-yogi-lending-library,1
/work/shelves/96429,2a-culture-asian-indian,1
/work/shelves/96429,misc,1
/work/shelves/96429,oxford-very-short-introd,1
/work/shelves/96429,مقدمه-قصيره-جدا,1
/work/shelves/96429,introduction,1
/work/shelves/96432,ancient-greek,2
/work/shelves/96432,my-library,2
/work/shelves/96432,2016,2
/work/shelves/96432,non_fiction,2
/work/shelves/96432,personal-library,2
/work/shelves/96432,very-short-intro,2
/work/shelves/96432,digital,2
/work/shelves/96432,ancient-philosophy,2
/work/shelves/96432,greek-philosophy,2
/work/shelves/96432,surveys,2
/work/shelves/425461,wishlist,6
/work/shelves/425461,library,6
/work/shelves/425461,felsefe,5
/work/shelves/425461,academic,5
/work/shelves/425461,uni,5
/work/shelves/425461,philo,5
/work/shelves/425461,kindle,5
/work/shelves/425461,general-philosophy,4
/work/shelves/425461,bookshelf,4
/work/shelves/425461,to-read-philosophy,4
/work/shelves/425461,sachbuch,4
/work/shelves/425461,owned-books,4
/work/shelves/96431,ensayos,1
/work/shelves/96431,4-pdf,1
/work/shelves/96431,phil,1
/work/shelves/2676767,god,1
/work/shelves/2676767,dawkins,1
/work/shelves/2676767,historical-fiction-mystery,1
/work/shelves/2676767,gen-mystery,1
/work/shelves/2676767,gen-7-8,1
/work/shelves/2676767,a-libr-genessee,1
/work/shelves/2676767,ebooks_wanted,1
/work/shelves/2676767,unsorted,1
/work/shelves/96433,human-sciences,1
/work/shelves/96433,a-very-short-intoduction,1
/work/shelves/96433,phi-txtbks-to-read,1
/work/shelves/96433,philosophy-vsi,1
/work/shelves/96433,kütüphane,1
/work/shelves/96433,read-later,1
/work/shelves/96433,society,1
/work/shelves/96430,to-read,1156
/work/shelves/96436,to-read,628
/work/shelves/96437,science,21
/work/shelves/96437,currently-reading,20
/work/shelves/96437,textbooks,6
/work/shelves/96437,non-fiction,6
/work/shelves/96437,reference,6
/work/shelves/96437,default,5
/work/shelves/96437,textbook,5
/work/shelves/96435,htc-book-catalogue,1
/work/shelves/96435,1-priority-i-ll-read-it-curious,1
/work/shelves/96435,educational,1
/work/shelves/96435,owned,1
/work/shelves/96435,science-fantasy,1
/work/shelves/96435,d-o,1
/work/shelves/96439,wishlist-stem,1
/work/shelves/96439,physics-textbooks,1
/work/shelves/96439,need-to-buy,1
/work/shelves/96439,academic,1
/work/shelves/96439,books-i-own,1
/work/shelves/96439,quantum-ml,1
/work/shelves/2679813,fiction,-1
/work/shelves/2679813,college,-1
/work/shelves/2679813,physics-math,-2
/work/shelves/96429,cultural-commentary,1
/work/shelves/96429,ideas-new-and-old,1
/work/shelves/96429,history-india,1
/work/shelves/96429,genre_hindu_india<br/>n_mythology,1
/work/shelves/96429,catégorie_interfa<br/>ith_interreligiou<br/>s,1
/work/shelves/96432,classical,2
/work/shelves/96432,ancients,2
/work/shelves/96432,3-2-1-ebook,1
/work/shelves/96432,1-owned,1
/work/shelves/96432,queued-downloaded,1
/work/shelves/96432,queued,1
/work/shelves/425461,2014,4
/work/shelves/425461,filosofi,4
/work/shelves/425461,philosophical,4
/work/shelves/425461,read-in-2012,4
/work/shelves/425461,priority,4
/work/shelves/425461,philosophy-religion,4
/work/shelves/425461,read-2021,3
/work/shelves/2676767,sicily-library,1
/work/shelves/2676767,audio-gal-tor,1
/work/shelves/2676767,all-audio-other,1
/work/shelves/2676767,policial,1
/work/shelves/2676767,likeness,1
/work/shelves/2676767,bipoc_toread,1
/work/shelves/2676767,bipoc-author,1
/work/shelves/2676767,ebooks,1
/work/shelves/96430,philosophy,217
/work/shelves/96430,currently-reading,63
/work/shelves/96430,non-fiction,34
/work/shelves/96430,very-short-introductions,20
/work/shelves/96430,vsi,14
/work/shelves/96430,a-very-short-introduction,10
/work/shelves/96436,currently-reading,59
/work/shelves/96436,science,47
/work/shelves/96436,physics,21
/work/shelves/96436,nonfiction,13
/work/shelves/96436,non-fiction,13
/work/shelves/96436,owned,6
/work/shelves/96437,quantum-mechanics,4
/work/shelves/96437,own,4
/work/shelves/96437,física,3
/work/shelves/96437,nonfiction,3
/work/shelves/96437,my-books,3
/work/shelves/96437,ebook,3
/work/shelves/96437,digital,2
/work/shelves/96437,quantum,2
/work/shelves/96435,damion,1
/work/shelves/96435,read-not-children,1
/work/shelves/96439,didático-physics,1
/work/shelves/96439,storage-box-2,1
/work/shelves/96439,nope,1
/work/shelves/96439,maphychines,1
/work/shelves/96429,_भ-रत-य_उपमह-द-व-प,1
/work/shelves/96429,__ancient-india,1
/work/shelves/96429,library-4,1
/work/shelves/96429,to-read-low-priority,1
/work/shelves/96429,might-want-to-read,1
/work/shelves/96429,a-preplanned-read,1
/work/shelves/96429,مترجمات-للقراءة,1
/work/shelves/96429,ما-سأقرؤه-في-الفلسفة,1
/work/shelves/96432,educate-urself,1
/work/shelves/96432,مقدمة-قصيرة-جدا,1
/work/shelves/96432,lit-crit,1
/work/shelves/96432,latin-lit,1
/work/shelves/96432,italy,1
/work/shelves/425461,audio,3
/work/shelves/425461,read-next,3
/work/shelves/425461,oxford-ppe,3
/work/shelves/425461,phil,3
/work/shelves/425461,essays,3
/work/shelves/425461,academia,3
/work/shelves/2676767,ms-mystery-and-crime,1
/work/shelves/2676767,cali-series,1
/work/shelves/2676767,easy-rawlin,1
/work/shelves/2676767,thriller-and-suspense,1
/work/shelves/2676767,library-borrowed-not-owned,1
/work/shelves/2676767,hardboiled,1
/work/shelves/2676767,z-series,1
/work/shelves/2676767,z-crime,1
/work/shelves/96430,history,10
/work/shelves/96430,continental-philosophy,9
/work/shelves/96430,owned,6
/work/shelves/96430,books-i-own,6
/work/shelves/96430,very-short-introduction,5
/work/shelves/96436,quantum-physics,5
/work/shelves/96436,saggi,3
/work/shelves/96436,to-buy,3
/work/shelves/96436,books-i-own,3
/work/shelves/96436,home-library,2
/work/shelves/96436,bookshelf,2
/work/shelves/96437,owned,2
/work/shelves/96437,mechanics,2
/work/shelves/96437,20th-century,2
/work/shelves/96437,text-book,2
/work/shelves/96437,owned-read,1
/work/shelves/96437,530-145-teoria-quântica,1
/work/shelves/96437,nonf,1
/work/shelves/96437,lek,1
/work/shelves/96439,owned-but-unread,1
/work/shelves/96439,physics-math,1
/work/shelves/96439,physical-books-i-want-to-keep,1
/work/shelves/96439,from-college-shelf,1
/work/shelves/96439,books_started,1
/work/shelves/96439,quadrivuim,1
/work/shelves/96439,science-stem,1
/work/shelves/96429,interests,1
/work/shelves/96429,0-have,1
/work/shelves/96429,general-philosophy,1
/work/shelves/96429,nonfic-philosophy,1
/work/shelves/96429,own-physical,1
/work/shelves/96429,philosophy-psychology,1
/work/shelves/96429,subject-cosmos,1
/work/shelves/96432,history-rome,1
/work/shelves/96432,history-ancient-greece,1
/work/shelves/96432,greek-tragedies,1
/work/shelves/96432,greek-comedies,1
/work/shelves/96432,21st-century,1
/work/shelves/96432,ethics,1
/work/shelves/96432,epistemology,1
/work/shelves/425461,contemporary-philosophy,3
/work/shelves/425461,read-in-2016,3
/work/shelves/425461,classics,3
/work/shelves/425461,ppe-reading-list,3
/work/shelves/425461,a-very-short-introduction,3
/work/shelves/425461,ethics,3
/work/shelves/425461,philosophy-of-mind,3
/work/shelves/425461,my-library,3
/work/shelves/2676767,audio-books,1
/work/shelves/2676767,dad-s-room,1
/work/shelves/2676767,audio-book,1
/work/shelves/96430,own,5
/work/shelves/96430,فلسفة,4
/work/shelves/96430,very-short-intro,4
/work/shelves/96430,continental,4
