BookID,Genre,NumberOfPeople
367,ebook,20
367,space,20
367,adventure,18
367,audiobook,14
367,funny,13
367,science,12
367,novels,12
367,my-library,11
367,wishlist,11
367,science-fiction-fantasy,11
367,unread,10
367,aliens,10
367,speculative-fiction,10
367,my-books,9
367,abandoned,9
367,sci-fi-and-fantasy,9
367,english,9
367,fantasy-sci-fi,9
367,audiobooks,9
367,books,7
367,sff,7
367,owned-books,7
367,have,7
367,novel,7
367,british,7
367,borrowed,7
367,fantasy-scifi,7
367,ebooks,6
367,audio,6
367,science-fiction-and-fantasy,6
367,space-opera,6
367,i-own-it,6
367,action,6
367,adult,6
367,fun,6
367,to-buy,5
367,adams-douglas,5
367,satire,5
367,titanic,5
367,not-read,5
367,adams,5
367,hardcover,5
367,sci-fi-humor,4
367,humorous,4
367,dnf,4
367,funny-haha,4
367,unsorted,4
367,mine,4
367,owned-not-read,4
367,hyoomore,4
367,own-read,4
367,just-for-fun,4
367,own-it,4
367,calibre,4
367,audio-books,4
367,sciencefiction,4
367,home-library,4
367,sf-fantasy,4
367,roman,3
367,british-literature,3
367,video-games,3
367,e-book,3
367,on-kindle,3
367,before-goodreads,3
367,physical,3
367,fun-reads,3
374,to-read,44
374,graphic-novels,18
374,comics,10
374,graphic-novel,8
374,animals,3
374,graphic-novels-and-comics,3
374,sequential-art,2
374,library-book,2
374,young-adult,2
374,comic-books,2
374,fiction,2
374,comix,2
374,coming-of-age,1
374,graphic-novels-n-comics,1
374,own-it,1
374,alternative,1
374,genre-fantasy,1
374,gn,1
374,read-graphic-novels,1
374,graphic-novels-manga,1
374,graphic-nov,1
374,comics-n-newsprint,1
374,_comics-and-gn,1
374,ngf,1
374,natura,1
374,read-via-edelweiss,1
374,nature,1
374,talking-animals,1
374,books-i-own,1
374,graphic-novels-and-picture-books,1
374,graphics,1
374,comic,1
374,edelweiss,1
374,manga-gn,1
374,bande-dessinée,1
374,netgalley-edelweiss,1
374,digital,1
374,arc,1
374,big-kid-books,1
374,comics-and-graphic-novels,1
374,grn-alt,1
374,i-have-read,1
374,f,1
374,graphic-novels-to-read,1
374,graphic-life,1
374,graphic-novels-read,1
374,lunch-book-club,1
374,illustrated,1
374,graphicnovel,1
374,adult,1
374,librarylove,1
374,fail,1
374,borrowed,1
374,american,1
374,comics-graphic-novels,1
374,graphicnovels,1
374,graphic-novel-others,1
378,to-read,91744
378,currently-reading,4358
378,favorites,4232
378,fantasy,3873
378,fiction,2405
378,childrens,1974
378,classics,1888
378,young-adult,1396
378,children,1030
378,children-s,909
378,middle-grade,889
378,own,761
378,kids,732
378,children-s-books,669
378,childhood,664
378,owned,614
378,adventure,584
378,ya,557
378,books-i-own,533
378,classic,440
378,childrens-books,388
378,humor,362
378,kids-books,353
378,childhood-favorites,352
378,sci-fi-fantasy,278
378,juvenile,240
378,children-s-lit,207
378,mg,201
378,school,201
378,library,194
378,all-time-favorites,192
378,children-s-literature,180
378,favourites,172
378,re-read,170
378,youth,168
378,read-aloud,168
378,young-adult-fantasy,163
378,juvenile-fiction,158
378,book-club,152
378,novels,152
378,childhood-books,148
378,childrens-lit,136
378,favorite-books,128
378,owned-books,126
378,kindle,117
378,kid-lit,115
378,childrens-literature,111
378,literature,107
378,reread,103
378,my-library,102
378,read-for-school,100
378,wishlist,98
378,to-buy,97
378,funny,96
378,middle-school,94
378,chapter-books,93
378,audiobook,93
378,to-reread,89
378,to-re-read,87
378,children-s-fiction,86
378,childhood-reads,84
378,audio,83
378,my-books,83
378,audiobooks,82
378,default,82
378,read-more-than-once,80
378,favorite,79
378,children-young-adult,79
378,fantasy-sci-fi,79
378,ya-fiction,78
378,children-ya,78
378,read-as-a-kid,74
378,childrens-fiction,72
378,childhood-faves,72
378,faves,70
378,read-alouds,70
378,school-books,70
378,for-the-kids,70
378,i-own,69
378,home-library,67
378,recommended,67
378,nostalgia,66
378,ebook,66
378,kid-books,65
378,children-books,61
378,for-school,61
378,my-favorites,61
378,abandoned,60
378,magic,59
382,to-read,117
382,children-s-literature,2
382,plays,2
382,favorites,2
382,currently-reading,2
382,fantasy,2
382,phantom-tollbooth,1
382,want-to-reread,1
382,teaching-ideas,1
382,started-and-didn-t-finish,1
382,scripts-all,1
382,reread-all,1
382,books-i-own,1
382,to-buy-for-school,1
382,taught-at-acs,1
382,drama,1
382,takes-me-back,1
382,read-for-school,1
382,owned,1
382,suggested-by-friend,1
382,theatre,1
382,chiara-s-books,1
382,sf,1
382,for-school,1
382,scripts-children,1
382,kids-tbr,1
382,kids-books,1
382,personal-collection,1
382,drama-play-scripts,1
382,overdrive-sf,1
382,i-own-it,1
382,uhh,1
382,books,1
382,office,1
382,own,1
382,kids,1
382,reading-in-class,1
382,fiction,1
385,to-read,13188
385,philosophy,908
385,currently-reading,589
385,non-fiction,402
385,nonfiction,184
385,essays,110
385,own,63
385,humor,63
385,owned,54
385,language,39
385,favorites,38
385,politics,33
385,psychology,32
385,books-i-own,30
385,audiobook,23
385,essay,19
385,sociology,18
385,to-buy,17
385,default,16
385,wishlist,16
385,audiobooks,14
385,library,14
385,my-library,13
385,audio,13
385,culture,12
385,filosofia,12
385,english,12
385,society,11
385,kindle,11
385,humour,11
385,philosophy-religion,11
385,ethics,10
385,owned-books,10
385,to-read-nonfiction,9
385,communication,9
385,linguistics,9
385,abandoned,8
385,philosophie,8
385,wish-list,8
385,i-own,8
385,other,7
385,social-commentary,7
385,bullshit,7
385,american,7
385,satire,7
385,comedy,7
385,social-science,7
385,ebook,6
385,philosophical,6
385,dnf,6
385,funny,6
385,business,6
385,next,5
385,home-library,5
385,bookshelf,5
385,phil,5
385,educational,5
385,filosofi,5
385,my-books,5
385,ebooks,5
385,humorous,5
385,epistemology,5
385,theory,5
385,writing,5
385,philosophy-theory,5
385,interesting,5
385,skepticism,5
385,contemporary,5
385,own-it,5
385,humanities,4
385,non-fiction-to-read,4
385,self-help,4
385,book-club,4
385,ensayo,4
385,rhetoric,4
385,social,4
385,to-reread,4
385,thinking,4
385,to-read-non-fiction,4
385,adult,4
385,have,4
385,read-in-english,4
385,general-non-fiction,4
385,religion-philosophy,4
385,recommended,4
385,school,4
390,to-read,508
390,non-fiction,24
390,currently-reading,12
390,nonfiction,12
390,owned,10
390,politics,8
390,sociology,8
390,business,7
390,own,6
390,humor,6
390,culture,4
390,library,3
390,philosophy,3
390,psychology,3
390,comedy,3
390,society,2
390,library-books,2
390,consumerism,2
390,humour,2
390,kindle,2
390,nonfic-misc,2
390,unread,2
390,abandoned,2
390,relations,2
390,public,2
390,propaganda,2
390,to-read,2589
390,memoir,330
390,non-fiction,206
390,nonfiction,130
390,memoirs,92
390,currently-reading,75
390,favorites,73
390,fiction,65
390,own,53
390,biography,41
390,language,2
390,canadian,2
390,ebook,1
390,unshelved,1
390,at-apl,1
390,author-female,1
390,author-canadian,1
390,politics-race-religion,1
390,madou-family-shelf,1
390,non-fiction-reads,1
390,women-authors,1
390,waiting,1
390,job-memoirs,1
390,read-long-ago,1
390,to_read_found,1
390,ebook-library,1
390,كتب-أرغب-في-أقتنائها,1
390,decided-not,1
390,steph-wtr,1
390,read-this-next,1
390,to-read-female-author,1
390,library-book,1
390,books-with-red-covers,1
390,to-read-that-i-don-t-own,1
390,book-club,27
390,boston,21
390,biography-memoir,21
390,wishlist,20
390,books-i-own,19
390,poetry,19
390,owned,15
390,library,15
390,to-buy,13
390,wish-list,13
390,autobiography,12
390,abandoned,12
390,memoir-biography,12
390,mental-illness,11
390,kindle,10
390,to-read-nonfiction,10
390,family,10
390,biographies,9
390,homelessness,9
390,addiction,9
390,did-not-finish,9
390,bio-memoir,8
390,literature,8
390,non-fic,8
390,novels,8
390,maybe,7
390,creative-nonfiction,7
390,default,7
390,calibre-library,1
390,plano-book,1
390,non-fiction-to-read,1
390,to-read-don-t-own,1
390,can-get-at-library,1
390,epub,1
390,epub,1
390,president-trump-transition-research,1
390,impact,1
390,subshelves,1
390,kcl,1
390,in-library,1
390,awful,1
390,all_unread,1
390,tbr-misc,1
390,shelfari-wishlist,1
390,have-to-read,1
390,science-my-choice,1
390,old-books,1
390,on-shelf-to-read,1
390,misc,1
390,mb-nonfic,1
390,gifts,1
390,true-stories,1
390,fun-nonfiction,1
390,to-buy,1
390,my-library,1
390,wrong-mood-for-genre,1
390,attempted,1
390,nom-fiction,1
390,have,1
390,autobiography-memoir,7
390,my-books,7
390,memoir-bio,6
390,usa,6
390,school,6
390,shelfari-wishlist,5
390,bio,5
390,bookclub,5
390,fathers,5
390,to-read-non-fiction,5
390,adult,5
390,mental-health,5
390,contemporary,5
390,to-get,5
390,dnf,4
390,biography-autobiography,4
390,buzzfeed,4
390,owned-books,4
390,biography-and-memoir,4
390,book-group,4
390,memoirs-biographies,4
390,career-life-lessons,1
390,saggi,1
390,inglese,1
390,to-read-non-fiction,1
390,to-read-between,1
390,listed,1
390,owned-to-read,1
390,nonfiction-books,1
390,default,1
386,new-england,4
386,my-library,4
386,memoir-autobiography,4
386,finished,4
386,college,4
386,books,4
386,favourites,4
386,humor,4
386,need-to-buy,4
386,couldn-t-finish,4
386,america,3
386,nonfic,3
386,psychology,3
386,on-my-bookshelf,3
386,not-on-overdrive,3
386,massachusetts,3
386,unread,3
387,to-read,128
387,currently-reading,12
387,business,9
387,non-fiction,7
387,humor,5
387,nonfiction,5
387,career,4
387,humour,3
387,funny,3
387,bookshelf,2
387,ebook,2
387,work,2
387,read-and-reviewed,1
387,didn-t-read,1
387,how-to,1
387,my-company,1
387,america,1
387,amusing,1
387,scifi,1
387,dnf,1
387,abandoned,1
387,numbered,1
387,headmaster-s-office,1
387,physical,1
387,digital,1
387,self-improvement-how-to-etc,1
387,recommended-rice-andy,1
387,f-physical-uk-keep,1
387,dnf-lost-interest,1
387,audible-readem,1
387,never-again,1
387,skimmed-to-finish-or-unfinished,1
387,comedian,1
387,informative,1
387,to-read-next,1
387,audible,1
387,e-books,1
387,business-spirit,1
387,favorites,1
387,business-management,1
387,management,1
387,comedy,1
387,fiction,1
387,owned,1
387,humor-satire,1
387,potential-to-read,1
387,search-ohio,1
394,to-read,6026
394,history,315
394,currently-reading,141
394,non-fiction,100
394,civil-war,97
394,american-history,56
394,nonfiction,55
394,biography,46
394,lincoln,44
394,presidents,31
394,pulitzer,28
394,politics,22
394,own,20
394,abraham-lincoln,19
394,owned,17
394,us-history,17
394,pulitzer-prize,16
394,favorites,16
394,default,15
394,american-civil-war,15
394,war,14
394,pulitzer-non-fiction,13
394,books-i-own,13
394,history-american,12
394,us-civil-war,12
394,pulitzer-nonfiction,12
394,gettysburg,11
394,history-civil-war,10
394,historical,10
394,american-presidents,7
394,library,7
394,biographies,6
394,pulitzer-prize-nonfiction,6
394,history-us,6
394,school,5
394,pulitzer-prize-winners,5
394,americana,5
394,american,5
394,writing,5
394,us-presidents,5
394,america,5
394,pulitzer-winner,5
394,my-library,4
394,my-books,4
394,u-s-history,4
394,home,4
394,national-book-critics-circle-award,4
394,pulitzer-prize-non-fiction,4
394,audible,4
394,presidential-history,4
394,history-biography,4
394,biography-memoir,4
394,own-it,4
394,wishlist,4
394,presidential,4
394,rhetoric,4
394,wish-list,4
394,speeches,4
394,to-buy,4
394,the-civil-war,3
394,want-to-buy,3
394,history-books,3
394,political-science,3
394,slavery,3
394,have,3
394,non-fiction-to-read,3
394,kindle,3
394,owned-books,3
394,pulitzer-winners,3
394,culture,3
394,history-american-civil-war,3
394,non-fiction-history,3
394,history-usa,3
394,american-studies,3
394,want-to-read-history,2
394,to-read-nonfiction,2
394,government,2
394,personal-library,2
394,nf-history,2
394,civil-war-gettysburg,2
394,grad-school,2
394,reviewed,2
394,military-history-civil-war,2
394,history-politics,2
394,presidential-biographies,2
394,history-non-fiction,2
394,audio-books,2
394,home-library,2
394,communication,2
394,get-from-library,2
395,to-read,3613
395,history,217
395,non-fiction,128
395,currently-reading,118
395,politics,70
395,classics,63
395,nonfiction,49
395,civil-war,34
395,american-history,29
395,kindle,29
395,favorites,22
395,speeches,20
395,war,18
395,historical,18
395,own,15
395,picture-books,14
395,presidents,13
395,philosophy,12
395,school,10
395,owned,9
395,penguin-great-ideas,9
395,political,9
395,books-i-own,8
395,literature,8
395,lincoln,7
395,american-civil-war,7
395,speech,7
395,high-school,7
395,reference,7
395,government,7
395,great-ideas,6
395,usa,6
395,american-literature,6
395,essays,6
395,school-books,6
395,american,6
395,classic,6
395,default,5
395,adult-non-fiction,5
395,read-for-school,5
395,americana,5
395,abraham-lincoln,5
395,political-science,5
395,united-states,5
395,wishlist,5
395,essay,5
395,college,5
395,historical-non-fiction,4
395,america,4
395,to-buy,4
395,kindle-books,4
395,e-books,4
395,audiobooks,4
395,history-american,4
395,picture-book,4
395,biography,4
395,children-s-books,4
395,wish-list,3
395,gettysburg,3
395,poetry,3
395,informational,3
395,social-studies,3
395,owned-books,3
395,civil-rights,3
395,books,3
395,short-stories,3
395,my-ebooks,3
395,us-history,3
395,military-history,3
395,must-read,3
395,military,3
395,rhetoric,3
395,homeschool,3
395,ebooks,3
395,history-us,3
395,history-civil-war,3
395,library,3
395,public-domain,3
395,books-that-have-made-history,3
395,history-and-biography,3
395,kid,2
395,home-library,2
395,historical-nonfiction,2
395,uni,2
395,american-studies,2
395,american-presidents,2
395,bho,2
395,middle-grades,2
395,pennsylvania,2
400,to-read,16436
400,currently-reading,616
400,fiction,534
400,historical-fiction,202
400,favorites,151
400,owned,94
400,own,94
400,novels,82
400,american,68
400,literature,65
400,politics,42
400,wishlist,41
400,books-i-own,41
400,literary-fiction,39
400,library,33
400,history,32
400,american-literature,32
400,contemporary,31
400,novel,29
400,to-buy,27
400,usa,24
400,historical,24
400,americana,24
400,don-delillo,24
400,jfk,23
400,postmodern,23
400,crime,23
400,delillo,22
400,classics,19
400,contemporary-fiction,19
400,default,18
400,owned-books,18
400,america,18
400,kindle,16
400,favourites,15
400,abandoned,15
400,my-library,14
400,to-read-fiction,14
400,post-modern,14
400,american-fiction,14
400,my-books,13
400,lit,12
400,postmodernism,12
400,ebook,12
400,american-lit,12
400,general-fiction,12
400,book-club,12
400,did-not-finish,12
400,wish-list,11
400,unfinished,11
400,thriller,10
400,non-fiction,10
400,conspiracy,9
400,literary,9
400,modern-fiction,9
400,own-it,9
400,audiobook,9
400,on-hold,9
400,university,9
400,jfk-assassination,8
400,assassination,8
400,united-states,7
400,western-canon,7
400,collection,7
400,bookshelf,7
400,on-the-shelf,7
400,school,7
400,home-library,7
400,unread,7
400,pomo,7
400,dnf,6
400,audiobooks,6
400,to-re-read,6
400,narrativa,6
400,kennedy,6
400,own-to-read,6
400,modern-classics,6
400,audible,5
400,tbr,5
400,uni,5
400,alternate-history,5
400,re-read,5
399,to-read,38574
399,currently-reading,2027
399,fiction,1172
399,favorites,368
399,own,234
399,owned,201
399,literature,155
399,novels,138
399,american,111
399,literary-fiction,99
399,wishlist,91
399,books-i-own,91
399,abandoned,81
399,classics,80
399,contemporary,76
399,historical-fiction,71
399,library,69
399,american-literature,56
399,to-buy,54
399,novel,51
399,default,49
399,owned-books,47
399,postmodern,47
399,contemporary-fiction,46
399,americana,45
399,kindle,37
399,usa,35
399,my-library,33
399,unfinished,33
399,favourites,32
399,did-not-finish,31
399,new-york,30
399,to-read-fiction,30
399,ebook,28
399,american-lit,28
399,america,28
399,general-fiction,28
399,don-delillo,27
399,pulitzer,26
399,my-books,26
399,fiction-to-read,25
399,delillo,25
399,baseball,24
399,narrativa,23
399,literary,22
399,postmodernism,20
399,modern-classics,20
399,english,19
399,post-modern,19
399,history,19
399,all-time-favorites,19
399,on-hold,18
399,historical,18
399,dnf,17
399,modern-fiction,17
399,gave-up-on,17
399,tbr,16
399,united-states,16
399,bookshelf,16
399,american-fiction,16
399,collection,15
399,home-library,15
399,wish-list,15
399,great-american-novel,14
399,own-to-read,14
399,didn-t-finish,14
399,audiobooks,14
399,lit,14
399,i-own,14
399,einaudi,13
399,to-re-read,13
399,sports,13
399,own-it,13
399,have,13
399,modern,13
399,crime,12
399,maybe,12
399,classic,12
399,owned-to-read,12
399,audiobook,12
399,unread,12
399,audio,12
399,letteratura-americana,11
403,to-read,5827
403,currently-reading,288
403,fiction,207
403,own,34
403,owned,33
403,novels,31
403,american,31
403,literary-fiction,20
403,favorites,19
403,books-i-own,18
403,ebook,17
403,contemporary,17
403,wishlist,16
403,americana,15
403,owned-books,14
403,default,14
403,american-literature,14
403,delillo,13
403,library,12
403,postmodern,12
403,don-delillo,12
403,literature,11
403,unfinished,10
403,abandoned,10
403,to-buy,9
403,usa,9
403,kindle,9
403,novel,9
403,classics,8
403,narrativa,7
403,postmodernism,7
403,lit,6
403,book-club,6
403,my-library,6
403,to-read-fiction,6
403,united-states,6
403,letteratura-americana,5
403,my-books,5
403,romance,5
403,america,5
403,general-fiction,5
403,american-lit,5
403,modern-classics,5
403,e-book,4
403,abbandonato,4
403,american-fiction,4
403,dnf,4
403,gave-up-on,4
403,books,4
403,united,4
403,states,4
403,literary,4
403,general,4
403,films,4
403,amateur,4
403,classic,4
403,literature-american,3
403,americani,3
403,romanzi,3
403,lett-americana,3
403,us-fiction,3
403,to-get,3
403,modern-fiction,3
403,didn-t-finish,3
403,fiction-literature,3
403,contemporary-literature,3
403,post-modernism,3
403,film,3
403,bookshelf,3
403,littérature-américaine,3
403,purchased,3
403,english,3
403,ebooks,3
403,unread,3
403,pomo,3
403,physical,2
403,romanzo,2
403,my,2
403,nonfiction,2
403,audiobook,2
403,books-owned,2
403,thriller,2
403,crime,2
403,personal-library,2
409,to-read,15001
409,currently-reading,1014
409,fiction,418
409,favorites,156
409,historical-fiction,114
409,owned,83
409,literature,80
409,own,75
409,steampunk,50
409,novels,45
409,pynchon,41
409,science-fiction,40
409,wishlist,37
409,american,37
409,library,30
409,postmodern,30
409,contemporary,27
409,thomas-pynchon,26
409,literary-fiction,25
409,to-buy,25
409,books-i-own,24
409,american-literature,23
409,abandoned,23
409,sci-fi,21
409,usa,21
409,owned-books,20
409,historical,20
409,unfinished,16
409,kindle,15
409,novel,15
409,postmodernism,14
409,classics,14
409,contemporary-fiction,14
409,to-read-fiction,13
409,american-lit,13
409,history,13
409,my-library,12
409,ebook,12
409,literary,12
409,on-hold,11
409,collection,10
409,default,10
409,ebooks,10
409,post-modern,10
409,fantasy,10
409,modern-fiction,10
409,americana,10
409,did-not-finish,10
409,favourites,9
409,audible,9
409,pomo,9
409,general-fiction,9
409,audiobook,9
409,wish-list,9
409,audio,8
409,unread,8
409,paused,8
409,america,7
409,bookshelf,7
409,sf,7
409,alternate-history,7
409,epic,7
409,dnf,6
409,personal-library,6
409,long,6
409,to-read-owned,6
409,adventure,6
409,big-books,6
409,fiction-to-read,6
409,didn-t-finish,6
409,post-modernism,6
409,re-read,6
409,lit,6
409,united-states,6
409,other,5
409,maybe,5
409,narrativa,5
409,colorado,5
409,novela,5
409,audiobooks,5
409,books,5
404,to-read,1577
404,fiction,93
404,currently-reading,40
404,own,16
404,owned,13
404,don-delillo,13
404,american,12
404,novels,12
404,thriller,11
404,delillo,10
404,library,8
404,default,7
404,usa,7
404,literature,6
404,literary,6
404,contemporary,6
404,literary-fiction,5
404,books-i-own,5
404,americana,5
404,postmodern,5
404,favorites,4
404,american-literature,4
404,narrativa,4
404,america,4
404,united-states,4
404,us,3
404,western-canon,3
404,ebook,3
404,to-buy,3
404,crime,3
404,novel,3
404,american-lit,3
404,english,3
404,collection,3
404,available,3
404,fiction-general,3
404,american-fiction,3
404,owned-books,3
404,vintage-contemporaries,2
404,novels-novellas,2
404,nyc,2
404,delillo-don,2
404,texas,2
404,scanned,2
404,contemporary-lit,2
404,in-english,2
404,d,2
404,contemporary-fiction,2
404,suspense,2
404,fiction-to-read,2
404,my-bookshelf,2
404,wwii,2
404,mystery,2
404,i-own,2
404,reviews,2
404,to-read-fiction,2
404,postmodern-lit,2
404,prose,2
404,postmodernism,2
404,my-library,2
404,liked-it,2
404,paperback,2
404,male,2
404,twentieth-century,2
404,hitler,2
404,united,2
404,states,2
404,political,2
404,legislators,2
404,journalists,2
404,general,2
404,general-fiction,2
404,bloom-western-canon,2
404,e-books,2
404,wishlist,2
404,film,2
404,new-york,2
404,new,2
404,before-goodreads,2
404,unclassified,1
404,mystery-thriller,1
404,drama-fiction,1
404,audio-book,1
404,ll-owned,1
404,imp,1
404,romanzo,1
404,ed_einaudi,1
410,to-read,31767
410,currently-reading,1154
410,fiction,848
410,favorites,299
410,classics,156
410,literature,152
410,owned,143
410,own,135
410,novels,98
410,american,96
410,wishlist,66
410,postmodern,64
410,american-literature,62
410,contemporary,61
410,pynchon,56
410,books-i-own,54
410,to-buy,47
410,literary-fiction,45
410,literary,42
410,abandoned,36
410,library,34
410,owned-books,33
410,novel,33
410,modern,30
410,unfinished,30
410,postmodernism,29
410,post-modern,29
410,thomas-pynchon,29
410,usa,28
410,kindle,27
410,american-lit,27
410,lit,27
410,to-read-fiction,25
410,default,24
410,general,24
410,classic,24
410,my-library,23
410,psychological,23
410,persons,23
410,missing,23
410,english,23
410,post,22
410,c,22
410,contemporary-fiction,22
410,guide,21
410,group,21
410,reading,21
410,ebook,21
410,favourites,20
410,general-fiction,20
410,modern-classics,19
410,ebooks,18
410,post-modernism,18
410,wish-list,18
410,unread,17
410,historical-fiction,17
410,mystery,17
410,science-fiction,17
410,my-books,16
410,americana,16
410,modern-fiction,16
410,collection,15
410,pomo,15
410,america,14
410,calibre,13
410,to-re-read,13
410,re-read,13
410,have,12
410,american-fiction,12
410,humor,12
410,dnf,11
410,fiction-to-read,11
410,narrativa,11
410,united-states,11
410,books,10
410,e-book,10
410,war,9
410,experimental,9
410,sci-fi,9
410,did-not-finish,9
405,to-read,3050
405,fiction,78
405,currently-reading,48
405,science-fiction,28
405,favorites,18
405,sci-fi,16
405,wishlist,15
405,american,15
405,owned,14
405,own,14
405,delillo,13
405,literature,12
405,ebook,11
405,don-delillo,11
405,contemporary,10
405,to-buy,10
405,novels,10
405,library,9
405,default,9
405,science,9
405,postmodern,9
405,my-library,8
405,american-fiction,7
405,literary-fiction,7
405,novel,7
405,to-read-fiction,6
405,postmodernism,6
405,mathematics,6
405,american-literature,5
405,ebooks,5
405,americana,5
405,romance,5
405,usa,5
405,american-lit,4
405,lit,4
405,scifi,4
405,calibre,4
405,owned-books,4
405,sf,4
405,books,4
405,narrativa,4
405,other,4
405,literary,4
405,e-book,4
405,abandoned,4
405,kindle,4
405,pomo,4
405,available,3
405,own-to-read,3
405,novela,3
405,collection,3
405,thriller,3
405,vintage-contemporaries,3
405,book-club,3
405,literature-american,3
405,general,3
405,unread,3
405,wish-list,3
405,stopped-reading,3
405,not-read,3
405,d-author,2
405,open-library,2
405,not-owned,2
405,crime,2
405,fav,2
405,list-books,2
405,america,2
405,buy,2
405,romanzo,2
405,on-hold,2
405,dfw,2
405,reviews,2
405,to-get,2
402,to-read,6519
402,fiction,360
402,currently-reading,220
402,novels,69
402,favorites,68
402,own,67
402,owned,55
402,literature,46
402,american,45
402,contemporary,30
402,postmodern,25
402,literary-fiction,23
402,usa,23
402,pen-faulkner,23
402,to-read,2002
402,fiction,135
402,currently-reading,100
402,own,26
402,music,20
402,owned,16
402,favorites,15
402,wishlist,23
402,novel,22
402,american-literature,22
402,owned-books,18
402,don-delillo,18
402,delillo,18
402,library,16
402,books-i-own,16
402,default,14
402,to-buy,14
402,pulitzer,13
402,postmodernism,12
402,book-club,11
402,post-modern,11
402,american-lit,11
402,america,10
402,general-fiction,10
402,pen-faulkner-award,10
402,literature,14
402,novels,12
402,postmodern,11
402,delillo,11
402,american,10
402,don-delillo,10
402,nyc,10
402,new-york,9
402,library,9
402,literary,9
402,wishlist,8
402,ebook,7
402,american-literature,7
402,literary-fiction,7
402,to-buy,7
402,books-i-own,7
402,default,6
402,contemporary-fiction,6
402,contemporary,6
402,american-lit,4
402,usa,4
402,my-books,9
402,ebook,9
402,abandoned,9
402,american-fiction,8
402,literary,8
402,my-library,8
402,lit,8
402,pomo,8
402,post-modernism,7
402,to-read-fiction,7
402,contemporary-fiction,7
402,united-states,7
402,modern-fiction,6
402,americana,5
402,pulitzer-finalists,5
402,western-canon,5
402,audio,5
402,narrativa,5
402,writing,5
402,kindle,5
402,wish-list,5
402,school,5
402,unread,5
402,pulitzer-prize,4
402,audiobook,4
402,general-fiction,4
402,ebooks,3
402,postmodernism,3
402,my-bookshelf,3
402,narrativa,3
402,united-states,3
402,re-read,3
402,collection,3
402,fiction-literature,3
402,american-fiction,3
402,novel,3
402,unfinished,3
402,drugs,3
402,my-library,3
402,essential-postmodern,3
402,classic,2
402,thriller,2
402,crime,2
402,einaudi,2
402,read-in-english,2
402,abandoned,2
402,my-bookshelf,4
402,fiction-to-read,4
402,library-books,4
402,collection,4
402,new-york,4
402,non-fiction,4
402,favourites,4
402,terrorism,4
402,contemporary-lit,4
402,bookshelf,4
402,classics,4
402,fiction-literature,4
402,books,4
402,prose,4
402,modern,4
407,calibre,2
407,lit-fiction,2
407,nyc-books,2
407,available,2
407,school,2
407,post-modernism,2
407,classics,2
407,highly-recommended,2
407,to-re-read,2
407,print,2
407,what-i-own,2
407,america,2
407,to-read-owned,2
407,to-get,2
407,north-american-literature,2
407,postmodern-lit,2
407,english,2
407,acquired,2
407,not-finished,2
407,wish-list,2
407,ny,2
407,owned-books,2
407,did-not-finish,2
407,male-author,2
407,york,2
407,new,2
407,general,2
407,post-modern,2
407,college,2
407,new-york-city,2
407,americana,2
415,to-read,101945
415,currently-reading,6004
415,fiction,1910
415,favorites,820
415,classics,523
415,owned,342
415,own,331
415,science-fiction,322
415,literature,301
415,historical-fiction,236
415,novels,214
415,sci-fi,196
415,to-buy,157
415,wishlist,153
415,abandoned,148
415,american,141
415,postmodern,137
415,books-i-own,136
415,war,133
415,national-book-award,100
415,library,99
415,unfinished,95
415,novel,87
415,literary-fiction,86
415,american-literature,85
415,classic,78
415,to-read-fiction,72
415,owned-books,68
415,postmodernism,66
415,pynchon,62
415,did-not-finish,59
415,my-library,58
415,contemporary,58
415,literary,56
415,favourites,56
415,post-modern,56
415,default,55
415,historical,54
415,wish-list,52
415,kindle,51
415,scifi,51
415,on-hold,51
415,american-lit,50
415,usa,47
415,dnf,46
415,ebook,46
415,ℱａｖｏｒｉｔｅｓ,45
415,lit,43
415,contemporary-fiction,43
415,general-fiction,41
415,wwii,39
415,modern-classics,39
415,fiction-to-read,39
415,history,39
415,gave-up,38
415,thomas-pynchon,37
415,my-books,35
415,maybe,34
415,gave-up-on,33
415,to-re-read,33
415,didn-t-finish,31
415,have,29
415,ebooks,28
415,experimental,28
415,unread,28
415,never-finished,28
415,classics-to-read,27
415,partially-read,27
415,must-read,26
415,america,26
415,bookshelf,26
415,english,26
415,fantasy,26
415,pomo,26
415,modern-fiction,26
415,science,25
415,priority,24
415,favorite-books,24
415,recommended,23
415,re-read,23
415,audiobooks,22
415,collection,22
415,tbr,22
413,to-read,20249
413,currently-reading,953
413,fiction,486
413,favorites,242
413,historical-fiction,225
413,owned,108
413,own,100
413,literature,70
413,novels,61
413,american,50
413,wishlist,42
413,american-literature,42
413,history,41
413,pynchon,38
413,library,37
413,books-i-own,35
413,abandoned,34
413,owned-books,33
413,historical,32
413,literary-fiction,31
413,to-buy,31
413,default,28
413,postmodern,28
413,usa,25
413,novel,25
413,classics,25
413,contemporary,25
413,thomas-pynchon,24
413,to-read-fiction,19
413,favourites,18
413,my-library,18
413,post-modern,18
413,american-lit,17
413,unfinished,17
413,did-not-finish,17
413,contemporary-fiction,17
413,lit,16
413,my-books,15
413,ebook,13
413,kindle,13
413,americana,12
413,modern-fiction,12
413,general-fiction,12
413,wish-list,12
413,collection,11
413,postmodernism,11
413,great-american-novel,10
413,adventure,10
413,english,10
413,ebooks,10
