BookID,Title,Author,Rating,Number of raters,5 stars,4 stars,3 stars,2 stars,1 star,Number of reviewers,Pages,PublishDate,Book format,Language,GenreLink,Series
12900132,التنين الأكبر: الصين في القرن الواحد والعشرين,"Dan Burstein, Arne de Keijzer, شوقي جلال",3.71,31,8,12,6,4,1,2,456,March 31st 1998,Paperback,Arabic,1149998,
12900126,To Hear the Angels Sing,Dorothy MacLean,4.06,50,23,13,8,6,0,5,188,February 18th 1983,Nook,,381210,
12900144,Joseph Balsamo,Alexandre Dumas,4.01,1132,424,403,223,53,29,72,1451,1848,Kindle Edition,French,2313389,Mémoires d’un médecin
12900147,Dillon's Claim,Callie Croix,3.78,160,41,58,49,8,4,14,117,December 16th 2011,Kindle Edition,English,18054411,Dume Ranch
704297,The Bruges Engagement,Madeleine Ker,3.78,40,9,15,14,2,0,5,185,January 1st 1994,Mass Market Paperback,English,690584,
12900162,Ange Pitou,Alexandre Dumas,3.82,343,89,131,96,25,2,34,650,1850,Kindle Edition,French,1281465,Mémoires d’un médecin
12900163,オレンジ屋根の小さな家 8 [Orange Yane no Chiisana Ie 8],"Noriyuki Yamahana, 山花典之",3.92,24,9,7,5,3,0,2,190,February 19th 2008,Paperback,Japanese,18054429,Little House with the Orange Roof
12900168,The Dream,H.G. Wells,3.94,93,30,36,18,9,0,15,320,1924,Hardcover,English,3225982,
12900171,Le cose fondamentali,Tiziano Scarpa,3.02,82,9,15,33,19,6,10,176,2010,Hardcover,Italian,14601938,
12900174,The Vincent Boys,Abbi Glines,3.96,72204,26752,24323,14703,4409,2017,3860,260,October 12th 2011,Kindle Edition,English,17572318,The Vincent Boys
12900172,Among the Truthers,Jonathan Kay,3.27,584,70,185,194,102,33,117,368,2011,Paperback,English,15485547,
12900176,Waldo,"Robert A. Heinlein, Samuel Soares",3.88,8181,2382,3019,2278,457,45,127,122,1950,Mass Market Paperback,Portuguese,1862678,
12900180,La Comtesse de Charny,Alexandre Dumas,4.00,310,106,121,65,13,5,18,1100,1853,Kindle Edition,French,19052347,Mémoires d’un médecin
12900179,オレンジ屋根の小さな家 2 [Orange Yane no Chiisana Ie 2],"Noriyuki Yamahana, 山花典之",3.83,29,9,9,8,3,0,0,202,January 19th 2006,Paperback,Japanese,18054446,Little House with the Orange Roof
12900178,El candor del padre Brown,G.K. Chesterton,3.83,13968,3971,5144,3666,918,269,1040,0,1911,ebook,,3300188,Father Brown
12900185,オレンジ屋根の小さな家 5 [Orange Yane no Chiisana Ie 5],"Noriyuki Yamahana, 山花典之",3.88,25,8,9,5,3,0,0,185,January 1st 2007,Paperback,Japanese,18054452,Little House with the Orange Roof
12900186,Nana 17,Ai Yazawa,4.45,1965,1157,580,184,34,10,32,192,January 1st 2007,Paperback,Dutch,1942965,Nana
12900184,Arthur's Dream Boat,Polly Dunbar,3.43,207,26,70,84,22,5,51,40,February 28th 2012,Hardcover,English,18054451,
12900196,"Mina's Daughter: The Harker Chronicles, Volume 2",S.L. Schmitz,4.60,5,4,0,1,0,0,1,,October 13th 2011,Kindle Edition,English,18039780,Mina's Daughter: The Harker Chronicles
12900206,The Civil War for Dummies,Keith D. Dickson,3.60,65,14,19,24,8,0,7,408,March 15th 2001,ebook,English,740246,
12900205,オレンジ屋根の小さな家 1 [Orange Yane no Chiisana Ie 1],"Noriyuki Yamahana, 山花典之",3.70,44,10,17,11,6,0,5,209,August 19th 2005,Paperback,Japanese,18054472,Little House with the Orange Roof
18254,Oliver Twist,"Charles Dickens, Philip Horne, Gerald Dickens, 查尔斯·狄更斯, 吴倩卓",3.87,335605,99421,126732,82880,19761,6811,8105,608,1838,Paperback,English,3057979,
12900228,Признания Адриана Моула,Sue Townsend,3.55,5154,1128,1577,1636,637,176,215,446,1989,Hardcover,Russian,1196466,Adrian Mole
12900224,A Cross-Shaped Gospel: Reconciling Heaven and Earth,Bryan Loritts,4.04,57,21,18,17,1,0,12,176,September 27th 2011,ebook,English,17146689,
12900235,A History of English Food,Clarissa Dickson Wright,4.17,249,110,82,46,11,0,33,512,October 13th 2011,Hardcover,English,18054502,
12900233,Apocalypse,"A.J. Llewellyn, D.J. Manly",3.91,92,36,25,20,9,2,8,192,2010,Nook,English,9825942,Blood Eclipse
12900229,Страдания Адриана Моула [Stradaniya Adriana Moula],Sue Townsend,3.98,13970,4377,5709,3268,510,106,395,448,1984,Hardcover,Russian,49844,Adrian Mole
12900227,My Man Jeeves,P.G. Wodehouse,4.08,37345,14375,13828,7300,1374,468,2391,,May 1st 1919,Kindle Edition,English,463407,Jeeves
12900241,My Path to Atheism,Annie Besant,3.48,54,13,15,14,9,3,3,292,1877,Kindle Edition,,18320966,
12900248,オレンジ屋根の小さな家 6 [Orange Yane no Chiisana Ie 6],"Noriyuki Yamahana, 山花典之",3.83,24,7,9,5,3,0,0,190,April 19th 2007,Paperback,Japanese,18054516,Little House with the Orange Roof
12900252,Scarlett's New Friend,Gillian Shields,3.87,55,21,11,19,3,1,2,96,September 4th 2006,ebook,English,2111469,Mermaid S.O.S.
12900253,What Smart Women Know,Steven  Carter,3.69,414,138,121,75,49,31,41,0,1990,Hardcover,English,244574,
12900254,Soul Screamers Volume One,Rachel Vincent,4.20,3823,1884,1092,636,146,65,226,571,November 22nd 2011,Kindle Edition,English,16510139,Soul Screamers
12900260,Slammerkin (VMC),Emma Donoghue,3.72,15083,3487,5868,4143,1210,375,1486,425,June 7th 2001,Kindle Edition,,220527,
12900266,How to Dry Foods,Deanna Delong,3.69,74,13,33,20,8,0,6,224,August 18th 1992,ebook,English,11973,
12900271,Korvessa karjui se karvainen karhu,Raimo Seppälä,4.00,1,0,1,0,0,0,0,400,2004,Hardcover,Finnish,18054543,
12900267,オレンジ屋根の小さな家 3 [Orange Yane no Chiisana Ie 3],"Noriyuki Yamahana, 山花典之",3.85,26,9,7,7,3,0,0,179,May 19th 2006,Paperback,Japanese,18054538,Little House with the Orange Roof
12900265,Vuurdoop,"Nora Roberts, Iris Bol",4.12,36267,15070,12821,6622,1340,414,2049,479,April 12th 2011,Paperback,Dutch,14294481,
12900270,Show Me a Story!: Why Picture Books Matter: Conversations with 21 of the World's Most Celebrated Illustrators,"Leonard S. Marcus, David Wiesner",3.93,440,128,182,104,21,5,91,310,May 8th 2012,Hardcover,English,18054542,
12900284,オレンジ屋根の小さな家 4 [Orange Yane no Chiisana Ie 4],"Noriyuki Yamahana, 山花典之",3.89,27,10,7,7,3,0,0,202,August 18th 2006,Paperback,Japanese,18054556,Little House with the Orange Roof
12900296,I Ruff You,Sandra Magsamen,3.87,103,33,34,30,2,4,8,14,September 13th 2011,Board Book,English,18054568,
12900287,Bigfoot Cinderrrrrella,"Tony Johnston, K. Gilson, James Warhola",3.86,621,227,160,167,53,14,84,32,January 1st 1998,Hardcover,English,981978,
7845023,Aftershock: The Next Economy and America's Future,Robert B. Reich,3.94,3792,1191,1513,820,212,56,379,174,September 21st 2010,Hardcover,English,10949105,
12900292,Bleach: deel 1,Tite Kubo,4.23,151111,81089,37383,22733,6432,3474,1215,192,January 5th 2002,Paperback,Dutch,1854946,Bleach
12900300,Pass The Sugar,"Peter   Ralph, Joe Hachem",3.67,12,2,4,6,0,0,2,328,2009,Paperback,English,18054572,
12900297,A Partial History of Lost Causes,Jennifer duBois,3.63,2544,449,1054,744,236,61,534,400,March 20th 2012,ebook,English,17452698,
12900303,Lungo una strada pericolosa,"Dan Simmons, Anna Polo",3.35,1650,210,523,620,224,73,153,475,2000,Paperback,Italian,1868869,
12900318,Concepts of Genetics,"William S. Klug, Michael R. Cummings, Charlotte A. Spencer, Michael A. Palladino",3.96,213,72,83,42,10,6,12,876,September 20th 2011,Nook,English,1787982,
12900327,Susurros desde el más allá,Andrea Milano,3.53,76,15,28,19,10,4,17,253,October 2011,Paperback,Spanish,18054602,
12900345,The Mercenaries,Donald E. Westlake,3.77,1034,222,418,335,49,10,126,208,1960,Hardcover,English,4094492,
12900353,Berlin - Moskau: Eine Reise zu Fuß,Wolfgang Büscher,3.71,173,32,77,50,9,5,23,240,January 1st 2004,Kindle Edition,German,1482500,
12900362,Tourniquet: Tales from the Renegade City,Kim Lakin-Smith,4.00,11,3,6,1,1,0,3,0,May 1st 2007,Nook,,982336,
12900352,The Original Frankenstein,Mary Wollstonecraft Shelley,3.82,1234209,378188,424966,301109,92667,37279,37035,464,January 1st 1818,ebook,,4836639,
12900368,"Eat More of What You Love: Over 200 Brand-New Recipes Low in Sugar, Fat, and Calories",Marlene Koch,4.30,225,114,70,36,4,1,19,352,February 7th 2012,Hardcover,English,18054643,
12900361,The Baby That Roared,"Simon Puttock, Nadia Shireen",3.59,253,48,94,77,27,7,48,32,April 1st 2012,Hardcover,English,18054636,
8288195,C# 4.0: The Complete Reference,Herbert Schildt,4.25,84,39,31,11,2,1,4,976,2010,Paperback,English,13136645,
12900385,El retorno del rey,J.R.R. Tolkien,4.53,719215,473514,175469,55234,10687,4311,11355,,October 20th 1955,ebook,Spanish,2964424,The Lord of the Rings
12900384,Las dos torres,J.R.R. Tolkien,4.45,766327,459544,214510,72776,14108,5389,12010,,November 11th 1954,ebook,Spanish,2963845,The Lord of the Rings
12900386,La comunidad del anillo,J.R.R. Tolkien,4.37,2460832,1447747,640098,253437,69895,49655,25296,,July 29th 1954,ebook,Spanish,3204327,The Lord of the Rings
12900395,Nine Days to Christmas: A Story of Mexico,"Marie Hall Ets, Aurora Labastida",3.70,1170,319,349,357,117,28,177,0,September 18th 1959,Hardcover,English,487354,
12900406,Mr. Prohack,Arnold Bennett,3.68,28,5,11,10,2,0,5,313,1922,Hardcover,English,3168449,
12900413,Modeste mignon,Honoré de Balzac,3.75,334,68,139,105,20,2,40,0,1844,Nook,,3168628,La Comédie Humaine
12900420,Ad Eternum,Elizabeth Bear,3.68,226,34,103,73,14,2,37,90,February 28th 2012,Hardcover,English,18054697,New Amsterdam
12900416,Charleston Sud,"Pat Conroy, Marie-Lise Marlière, Guillaume Marlière",3.80,44749,13381,15971,10233,3473,1691,5604,795,August 11th 2009,Mass Market Paperback,French,6264122,
12900428,Frommer's Portland Day by Day,Julian Smith,4.05,20,6,9,5,0,0,2,192,January 27th 2012,Paperback,English,18054705,
12900429,Catch,Sean J. Quirk,3.84,43,17,6,17,2,1,17,286,July 29th 2011,Hardcover,English,17234282,
12900434,Sister Love and Other Crime Stories (Oxford Bookworms Library Stage 1),John Escott,3.54,76,20,20,21,11,4,18,56,2005,Paperback,,491498,
12900433,Getaway,"Lisa Brackmann, Lisa Brackman",3.38,481,82,139,161,77,22,113,320,January 1st 2012,Paperback,English,17372933,
12900440,The Best Halloween of All,"Susan Wojciechowski, Susan Meddaugh",3.47,64,9,25,20,7,3,11,24,1992,Paperback,English,693963,
12900442,Deeper,Jorja Tabu,3.20,10,2,3,2,1,2,1,67,October 12th 2011,Kindle Edition,English,21469307, How Do You Want It Series
12900444,In Session,M.J. Rose,3.60,440,90,144,153,47,6,84,0,September 20th 2011,Nook,,40786610,
12900447,The 1979 Book of Common Prayer,The Episcopal Church,4.43,2087,1334,445,221,55,32,96,1024,1549,Hardcover,English,44415569,
12900461,Catch,Sean J. Quirk,3.84,43,17,6,17,2,1,17,286,July 29th 2011,Paperback,English,17234282,
12900464,Gestapo,Edward Crankshaw,3.60,88,14,35,30,8,1,12,192,1956,ebook,English,2519752,
12900466,Indiscretions of Archie,P.G. Wodehouse,3.88,1269,347,498,359,49,16,146,303,1921,Hardcover,English,3140633,
12900479,Cockfighter,Charles Willeford,4.12,1281,498,515,206,44,18,101,247,1962,Hardcover,English,4572,
12900491,Wicked Nights,Gena Showalter,4.06,25517,10500,8734,4258,1302,723,1568,411,June 26th 2012,Mass Market Paperback,English,18054770,Angels of the Dark
12900487,Hallandin murha,Pia Juul,3.24,595,74,169,210,110,32,100,220,2009,Hardcover,Finnish,20268345,
12900490,The Ladies' Paradise,Émile Zola,4.00,12784,4446,4877,2679,617,165,898,0,1883,ebook,,1540214,Les Rougon-Macquart
12900504,Fukuyadō Honpo: 8,Yayomi Yuchi,4.57,7,4,3,0,0,0,1,193,2000,,,18054784,
12900506,Gears of Wonderland,Jason G. Anderson,3.52,345,75,113,97,35,25,67,224,October 14th 2011,Kindle Edition,English,18138784,
12900524,Современные операционные системы,Andrew S. Tanenbaum,4.50,18,11,5,2,0,0,1,1120,2008,Hardcover,Russian,18054805,
12900526,Η πύλη του πεπρωμένου,"Agatha Christie, Άννα Παπαδημητρίου",3.21,9889,1519,2371,3443,1809,747,865,163,October 1973,Paperback,"Greek, Modern (1453-)",6564882,Tommy & Tuppence Mysteries
12900520,Bramble and Maggie: Horse Meets Girl,"Jessie Haas, Alison Friend",3.85,142,29,67,42,3,1,38,56,March 27th 2012,Hardcover,English,18054800,Bramble and Maggie
12900517,War da noch was?,"Catherine Alliott, Kattrin Stier",3.70,1115,261,407,331,83,33,97,576,January 1st 2010,,,9209559,
12900518,The Bhagavad Gita: A New Translation,"Gavin Flood, Charles    Martin",4.13,57951,27569,16290,9846,2787,1459,2132,208,April 2nd 2012,Hardcover,English,1492580,
12900523,Bugs Galore,"Peter Stein, Bob Staake",3.78,449,116,160,134,34,5,79,32,March 13th 2012,Hardcover,English,18054803,
12900532,The Girls from Planet Five,Richard  Wilson,3.21,34,4,8,13,9,0,13,184,1955,Hardcover,English,3268828,
12900537,The Janson Command,Paul Garrison,4.06,5598,2138,2034,1116,234,76,122,432,February 14th 2012,ebook,English,17068677,Paul Janson
12900542,The Naked Edge,David Morrell,4.08,510,184,210,94,16,6,40,0,2010,Nook,,14191435,Cavanaugh
12900544,Family Magic,Patti Larsen,3.90,2417,839,788,563,157,70,232,466,October 15th 2011,Kindle Edition,English,18054826,Hayle Coven
12900541,Heartbeat: een ijzingwekkende liefde,"Maggie Stiefvater, Kris Eikelenboom",3.79,17306,5030,5785,4691,1372,428,1515,382,October 1st 2009,Paperback,Dutch,6252991,Books of Faerie
12900551,Wild About Greens: 125 Delicious Recipes from Hearty Soups & Stews to Succulent Sautes & Smoothies,Nava Atlas,4.07,403,161,145,69,20,8,37,240,January 1st 2012,Hardcover,English,18054833,
12900550,Flash and Bones,Kathy Reichs,3.89,22213,6362,8696,5756,1132,267,1343,310,July 1st 2011,Paperback,English,14893625,Temperance Brennan
12900566,Tagging: People-Powered Metadata for the Social Web,Gene   Smith,3.64,69,14,22,28,4,1,8,240,January 6th 2007,Paperback,English,1723890,
12900567,Een gewoon gezin,"Maggie Gee, Marianne Gaasbeek",3.64,309,64,111,101,24,9,33,383,2002,Hardcover,Dutch,1616508,
12900564,Chick & Chickie Play All Day!: TOON Level 1,Claude Ponti,3.00,137,15,30,44,36,12,35,36,February 14th 2012,Hardcover,English,18054846,Tromboline et Foulbazar
17061,Coraline,"Neil Gaiman, Dave McKean",4.05,526987,208331,187789,94557,23105,13205,23135,162,January 24th 2002,Paperback,English,2834844,
12900584,Anastasia,Colin Falconer,3.70,811,217,256,241,69,28,75,0,1995,Nook,,91065857,Famous Women
12900583,Harem,Colin Falconer,3.84,2878,910,991,668,212,97,227,0,1992,Nook,,507062,
12900582,Aztec,Colin Falconer,3.82,767,220,266,219,44,18,62,,1996,Nook,English,620526,
12900592,The Circus Ship,Chris Van Dusen,4.43,2816,1647,826,273,50,20,417,40,September 22nd 2009,Paperback,English,6623563,
12900601,SINCE YESTERDAY - THE 1930s IN AMERICA,Frederick Lewis Allen,4.02,686,214,302,149,15,6,67,376,1940,Kindle Edition,English,671488,
12900599,Anne of Green Gables,"Margaret DeKeyser, Jerry Dillingham, L.M. Montgomery",4.30,278,145,81,46,3,3,42,177,1908,Paperback,,41370469,
12900606,Higher Learning,"Ellen Holiday, Ellee Hill, G.P. Keith, Kimberly Johnson, Dar Mavison, Eve Ocotillo, Claire Russett, Leora Stark",3.78,63,10,32,18,3,0,16,328,October 16th 2011,Paperback,English,17981372,
12900613,Blood Harvest,James A. Moore,3.90,10,4,3,1,2,0,3,,October 2011,Hardcover,English,18054896,
12900611,Οι δύο όψεις ενός εγκλήματος,"Agatha Christie, Τάσου Λαζαρίδη",3.79,28724,6640,11573,8710,1465,336,1428,172,1952,Paperback,"Greek, Modern (1453-)",1113256,Miss Marple
12900609,El candor del Padre Brown,"G.K. Chesterton, Alfonso Reyes",3.83,13968,3971,5144,3666,918,269,1040,331,1911,Paperback,Spanish,3300188,Father Brown
12900654,Тихий Дон,Mikhail Sholokhov,4.34,448,259,116,48,16,9,29,768,1940,Hardcover,Russian,76928682,Tikhiy Don
12900664,ما العولمة: الاقتصاد العالمي وإمكانات التحكم,"Paul Q. Hirst, Simon Bromley, Grahame Thompson, فالح عبد الجبار",3.80,30,9,11,6,3,1,4,432,1996,Paperback,Arabic,1871215,
12900649,Ghost Wave: The Discovery of Cortes Bank and the Biggest Wave on Earth,Chris Dixon,3.97,415,132,163,102,13,5,53,272,October 12th 2011,ebook,,16362614,
12900663,Water,Nicki Greenwood,4.29,7,2,5,0,0,0,4,238,September 14th 2011,Nook,English,17991614,Elemental
12900660,Top Screwups Doctors Make and How to Avoid Them,"Joe Graedon, Teresa Graedon",3.75,80,24,24,23,6,3,18,336,January 1st 2011,ebook,,16359936,
12900659,The Hanover Square Affair,Ashley Gardner,3.71,6211,1475,2286,1808,482,160,601,318,December 2nd 2003,Paperback,English,844014,Captain Lacey Mysteries
12900678,Поднятая целина,"Mikhail Sholokhov, Michail Aleksandrovič Šolochov, Михаил Александрович Шолохов",4.02,424,153,171,69,17,14,17,637,1932,,Russian,59778120,Virgin Soil Upturned
12900680,"A Son of the Forest: The Experience of William Apes, A Native of the Forest, Comprising a Notice of the Pequod Tribe of Indians, Written by Himself",William Apess,3.21,24,1,8,11,3,1,1,0,1829,Nook,,51728661,
12900683,The Mummy with No Name,Geronimo Stilton,4.11,3126,1505,786,597,157,81,94,128,August 1st 2006,ebook,,1812008,Geronimo Stilton
12900677,Will Princess Isabel Ever Say Please?,"Steve Metzger, Amanda Haley",2.75,71,7,12,20,20,12,18,32,February 1st 2012,Hardcover,English,18054961,
12900687,Πρόσκληση σε φόνο,"Agatha Christie, Αχιλλέας Κυριαζής",4.00,52208,16031,22474,11718,1579,406,2616,188,June 1950,Paperback,"Greek, Modern (1453-)",2288775,Miss Marple
12900685,La Transformacion de Las Razas en America,Agustín Álvarez,3.20,15,3,2,6,3,1,0,,September 24th 2010,,Spanish,16778085,
12900688,Gardening - Philosophy for Everyone: Cultivating Wisdom,"Dan     O'Brien, Fritz Allhoff, David Edward Cooper",2.90,10,0,2,6,1,1,2,264,2010,ebook,English,14534451,Philosophy for Everyone
12900689,Daisy Dawson on the Farm,"Steve Voake, Jessica Meserve",3.92,65,24,18,18,4,1,13,96,February 1st 2012,Hardcover,English,18054975,Daisy Dawson
12900698,Demolition,"Sally Sutton, Brian Lovelock",3.97,954,295,380,236,38,5,150,32,February 14th 2012,Hardcover,English,18054984,
12900697,Een huid van steen,"Glenn Savan, Joke Veenboer",3.52,58,11,16,23,8,0,8,303,1993,Paperback,Dutch,630899,
12900692,The Go-Away Bird,Warren FitzGerald,3.54,116,22,43,34,10,7,19,256,April 29th 2010,ebook,,13507701,
12900700,Circle of Desire,Carla Swafford,3.74,197,53,71,52,10,11,46,339,October 18th 2011,Kindle Edition,,17349491,The Circle
12900707,The Allyn & Bacon Guide to Writing [eText with MyCompLab Access Card],John D. Ramage,3.27,82,16,18,28,12,8,7,0,December 12th 1961,ebook,English,238859,
12900712,Fly by Wire,Ward Larsen,4.15,3166,1276,1277,481,91,41,167,312,September 6th 2010,Paperback,English,13363369,Jammer Davis
12900730,"Visions of Earth: Beauty, Majesty, Wonder",National Geographic Society,4.35,141,76,45,17,0,3,10,512,October 1st 2011,Hardcover,English,18055017,
12900726,Helping a Child with Nonverbal Learning Disorder or Asperger's Disorder: A Parent's Guide,Kathryn Stewart,3.73,82,16,37,22,5,2,7,286,2002,ebook,,635662,
12900762,Dolphin Baby!,Nicola Davies,3.94,225,66,89,62,6,2,59,32,November 1st 2011,Hardcover,English,18055050,Nature Storybooks
12900768,Fifty-Two Sunday Dinners A Book of Recipes,Elizabeth O. Hiller,3.23,173,45,34,40,23,31,5,0,1913,ebook,,15932608,
12900765,Fifty Two Sunday Dinners,Elizabeth O. Hiller,3.23,173,45,34,40,23,31,5,0,1913,Nook,,15932608,
12900767,Fifty-Two Sunday Dinners,Elizabeth O. Hiller,3.23,173,45,34,40,23,31,5,0,1913,Nook,,15932608,
12900764,Feast Day of Fools,James Lee Burke,3.96,4555,1523,1777,916,244,95,581,,September 27th 2011,Hardcover,English,14977891,Hackberry Holland
12900774,One Up On You,"Myla Jackson, Layla Chase",3.99,81,27,30,21,2,1,5,22,July 7th 2011,Kindle Edition,English,17061374,Dirty Tricks
1106608,Letters from America,"Rupert Brooke, Benjamin Markovits",3.49,57,12,17,16,11,1,6,124,1916,Paperback,English,1609136,
12900782,The Dispatcher,Ryan David Jahn,3.58,1095,212,389,345,116,33,137,368,July 2011,ebook,English,15668925,
12900786,The Physiology of Taste,Jean Anthelme Brillat-Savarin,4.08,1437,584,498,265,59,31,122,0,1825,ebook,,1240283,
12900802,Political Ideals,Bertrand Russell,3.91,590,171,235,149,28,7,46,93,1917,Hardcover,,1919411,
12900806,Lichgates,S.M. Boyce,3.89,2959,1012,1060,555,211,121,608,414,October 1st 2011,Paperback,English,18055095,The Grimoire Saga
12900813,Mughal Architecture & Gardens,"George Michell, Amit Pasricha",4.50,14,9,4,0,1,0,1,401,October 16th 2011,Hardcover,English,18055102,
12900825,الجينوم - السيرة الذاتية للنوع البشري,"Matt Ridley, مصطفى إبراهيم فهمي",4.05,24196,9099,9159,4440,964,534,1029,408,May 30th 1999,Paperback,English,1987129,
12900832,The Passing of the Aborigines,Daisy  Bates,3.83,24,6,11,5,1,1,5,0,1938,Nook,,13989826,
12900827,The Grand Chessboard: American Primacy and Its Geostrategic Imperatives,Zbigniew Brzeziński,3.93,2181,671,869,501,103,37,149,238,October 9th 1997,ebook,English,681225,
12900831,The Three Hostages,John Buchan,3.82,962,237,391,268,56,10,81,0,January 1st 1924,Nook,English,1487672,Richard Hannay
12900841,Confidences à Allah,Saphia Azzeddine,3.65,347,87,123,85,32,20,33,146,2008,Mass Market Paperback,French,9582843,
12900847,"Méditer, Jour Après Jour: 25 Leçons Pour Vivre En Pleine Conscience",Christophe André,4.30,896,451,305,103,29,8,118,300,2011,Unknown Binding,French,18055136,
804721,Keepers of the House,Lisa St. Aubin de Terán,3.60,116,22,39,44,9,2,10,243,July 8th 1982,Paperback,,790680,
12900857,Joan Haste,H. Rider Haggard,4.00,14,5,4,5,0,0,6,510,1895,Paperback,English,6514441,
12900873,Sengende Nähe,"Nalini Singh, Nora Lachmann",4.25,30438,14331,10786,4163,778,380,1435,416,July 7th 2009,Kindle Edition,German,4606059,Psy-Changeling
12900881,Worf's First Adventure,"Peter David, James W. Fry III",3.57,418,93,110,165,43,7,43,128,August 1st 1993,Kindle Edition,English,210854,Star Trek: The Next Generation - Starfleet Academy
12900875,Leopardenblut,"Nalini Singh, Nora Lachmann",4.08,66939,28644,21883,11251,3162,1999,4202,400,September 5th 2006,Kindle Edition,German,172416,Psy-Changeling
12900883,Worf's First Adventure,Peter David,3.57,418,93,110,165,43,7,43,119,August 1st 1993,Hardcover,English,210854,Star Trek: The Next Generation - Starfleet Academy
12900885,Worf's First Adventure,Peter David,3.57,418,93,110,165,43,7,43,0,August 1st 1993,Hardcover,English,210854,Star Trek: The Next Generation - Starfleet Academy
12900888,De Nieuwe Justine: Of de tegenspoed van de deugd,"Marquis de Sade, Théo Buckinx",3.41,12556,2360,3760,3944,1692,800,982,608,1787,Paperback,Dutch,13268607,
6888748,Dark Lady's Chosen,Gail Z. Martin,4.13,3926,1555,1498,721,122,30,88,595,December 14th 2009,Paperback,English,7108990,Chronicles of the Necromancer
12900901,Arthur Decks the Hal,Marc Brown,3.90,51,21,9,17,3,1,5,0,September 29th 1998,Paperback,,1668917,
12900900,Bu Ölümsüz,"Roger Zelazny, Sönmez Güven",3.93,10424,3313,3884,2510,578,139,425,183,1966,Paperback,Turkish,1174485,
12900918,Faster! Faster!,Leslie Patricelli,3.55,430,73,149,159,39,10,68,32,April 10th 2012,Hardcover,English,18055208,
12900931,The Natural Soap Chef: Making Luxurious Delights from Cucumber Melon and Almond Cookie to Chai Tea and Espresso Forte,Heidi Corley Barto,3.97,68,21,26,19,2,0,10,120,May 8th 2012,Paperback,English,18055221,
12900939,Skeleton Leaves: A Collection,Helen Marshall,4.60,15,10,4,1,0,0,6,32,July 15th 2011,Paperback,English,18055230,
12900933,The Vision of William Concerning Piers Plowman,"William Langland, Walter W. Skeat",3.43,2791,573,729,943,415,131,113,0,1360,Nook,,418664,
12900938,The Commandant,Jessica Anderson,3.57,95,18,37,22,17,1,12,303,1975,Paperback,English,541251,
12900945,Never the Sinner,"John Logan, William Larson, David Darlow, Thomas Carroll",4.03,146,50,57,33,6,0,14,0,1999,Audiobook,,224744,
12900946,Zelf,"Yann Martel, Hans van Cuijlenborg",3.44,2754,604,771,794,389,196,189,336,1996,Paperback,Dutch,1335950,
392969,L'homme aux cercles bleus,Fred Vargas,3.66,8923,1756,3600,2607,728,232,838,220,1991,Paperback,French,2845151,Commissaire Adamsberg
1275113,"The Boy, The Wolf, The Sheep And The Lettuce","Allan Ahlberg, Jessica Ahlberg",3.68,68,23,16,17,8,4,11,66,2004,,English,439294,
